nama_asli,nama_kanonik,pendaftaran,sumber
ZHEN TIAN WANG SOUTH EAST ASIA BIOLOGICAL TECHNOLOGY,ZHEN TIAN WANG SOUTH EAST ASIA BIOLOGICAL TECHNOLOGY,1,pupuk
SATYALOKA PARAMA SIDHI,SATYALOKA PARAMA SIDHI,1,pupuk
BIO POLLEN INDONESIA,BIO POLLEN INDONESIA,1,pupuk
YUKI MINERALINDO PERSADA,YUKI MINERALINDO PERSADA,1,pupuk
WIDAYA AGROKIMIA NUSANTARA,WIDAYA AGROKIMIA NUSANTARA,1,pupuk
KENCANA BHUMI SELARAS,KENCANA BHUMI SELARAS,1,pupuk
TRION GENI UTAMA NUSANTARA,TRION GENI UTAMA NUSANTARA,1,pupuk
CV. Anugerah Prima Lestari,CV. Anugerah Prima Lestari,1,pupuk
ARIF FIZAH FERTILIZER,ARIF FIZAH FERTILIZER,1,pupuk
AGROSMART,AGROSMART,1,pupuk
HUMUS AGRO LESTARI,HUMUS AGRO LESTARI,1,pupuk
NIAGA RAYA,NIAGA RAYA,1,pupuk
SANG SURYA INDAH,SANG SURYA INDAH,1,pupuk
PETROTECH INDO ENGINEERING,PETROTECH INDO ENGINEERING,1,pupuk
ALGATROPIA INDONESIA RAYA,ALGATROPIA INDONESIA RAYA,1,pupuk
MITRA CIPTA AGRO,PT.MITRA CIPTA AGRO,1,pupuk
WIJIMAS AGRI LESTARI,WIJIMAS AGRI LESTARI,1,pupuk
PASAROA KREASI ANAK NEGERI,PASAROA KREASI ANAK NEGERI,1,pupuk
EMJ AGRO NUSANTARA,EMJ AGRO NUSANTARA,1,pupuk
GLOBAL ALAM PERKASA GRUP,GLOBAL ALAM PERKASA GRUP,1,pupuk
CV. APDIL APDILAH SUPER BUAH,CV. APDIL APDILAH SUPER BUAH,1,pupuk
APDIL APDILAH SUPER BUAH,CV. APDIL APDILAH SUPER BUAH,1,pupuk
KELAPA NUSANTARA GROP,KELAPA NUSANTARA GROP,1,pupuk
PERFEKTA LINTAS SEMESTA,PERFEKTA LINTAS SEMESTA,1,pupuk
SERASI MAHARAYA INDONESIA,SERASI MAHARAYA INDONESIA,1,pupuk
SEMESTA ALAM INDO,SEMESTA ALAM INDO,1,pupuk
ST UNGGUL JAYA,ST UNGGUL JAYA,1,pupuk
AGRANAS KARYA MANDIRI,AGRANAS KARYA MANDIRI,1,pupuk
AGRO NIAGA SEJATI,CV Agro Niaga Sejati,1,pupuk
SULTAN AGRO NUSANTARA,SULTAN AGRO NUSANTARA,1,pupuk
PT. AGRO TANI MAJU SEJAHTERA,PT. AGRO TANI MAJU SEJAHTERA,1,pupuk-legacy
PUTRA ABIMANYU UTAMA,PUTRA ABIMANYU UTAMA,1,pupuk
LIM KOEI HOCK/UD SALIM JAYA,LIM KOEI HOCK/UD SALIM JAYA,1,pupuk
PT CENTRANUSA INTI PRIMA INDUSTRY,PT CENTRANUSA INTI PRIMA INDUSTRY,1,pupuk
SANG SURYA BERSINAR,SANG SURYA BERSINAR,1,pupuk
SARANA DAUN HIJAU,SARANA DAUN HIJAU,1,pupuk
PT. GRESIK NUSANTARA FERTILIZER,PT. GRESIK NUSANTARA FERTILIZER,1,pupuk
PT. HARAKU JAYA SINERGY,PT. HARAKU JAYA SINERGY,1,pupuk
ABU NAWAS MEU ADAB,ABU NAWAS MEU ADAB,1,pupuk
TEKNO ORGANIK PAPUA,TEKNO ORGANIK PAPUA,1,pupuk
CATUR INTI PERSADA,CATUR INTI PERSADA,1,pupuk
TIRTA MITRA PRATAMA,TIRTA MITRA PRATAMA,1,pupuk
GAPOKTAN SUKA MAKMUR,GAPOKTAN SUKA MAKMUR,1,pupuk
MPS ORGANIK SUPER,MPS ORGANIK SUPER,1,pupuk
SUMBER RAYA,SUMBER RAYA,1,pupuk
CLAREXINDO MAKMUR SEJAHTERA,CLAREXINDO MAKMUR SEJAHTERA,1,pupuk
NUANSA INDORAYA PERKASA,PT. NUANSA INDORAYA PERKASA,1,pupuk
PT. NUANSA INDORAYA PERKASA,PT. NUANSA INDORAYA PERKASA,1,pupuk
PT. Multidaya Putra Sejahtera,PT. Multidaya Putra Sejahtera,1,pupuk-legacy
ALAM KIMIA BLITZ PERKASA,ALAM KIMIA BLITZ PERKASA,1,pupuk
NIAGA BERKAH ANUGRAH,NIAGA BERKAH ANUGRAH,1,pupuk
CV. Subur Makmur Nusantara,CV. Subur Makmur Nusantara,1,pupuk
QL AGROFOOD,PT. QL Agrofood,1,pupuk
PT. QL Agrofood,PT. QL Agrofood,1,pupuk-legacy
INTI MINERAL INDUSTRI,INTI MINERAL INDUSTRI,1,pupuk
BATARAGENI KARYA MANDIRI,BATARAGENI KARYA MANDIRI,1,pupuk
PERDANA AGRO PERSADA,PERDANA AGRO PERSADA,1,pupuk
AGRO INDO MANDIRI,AGRO INDO MANDIRI,1,pupuk
TRI HARMONI ABADI,TRI HARMONI ABADI,1,pupuk
CV.BERNAS ANDALAN SEJATI,CV.BERNAS ANDALAN SEJATI,1,pupuk
PANCA MULYA TANIMAS LESTARI,PANCA MULYA TANIMAS LESTARI,1,pupuk
AGRO LESTARINDO,AGRO LESTARINDO,1,pupuk
CV. Deka Agro Product,CV. Deka Agro Product,1,pupuk-legacy
BAROKAH ABADI TANI,BAROKAH ABADI TANI,1,pupuk
DNA TECHNOLOGY INDUSTRI,DNA TECHNOLOGY INDUSTRI,1,pupuk
CV AGRO SENTOSA ABADI,CV AGRO SENTOSA ABADI,1,pupuk
CV. LESTARI INTI AGRO,CV. LESTARI INTI AGRO,1,pupuk
CV MARZUQ,CV MARZUQ,1,pupuk-legacy
HIDAYAT BINTANG ASIA,HIDAYAT BINTANG ASIA,1,pupuk
MORAWA ORGANIK,MORAWA ORGANIK,1,pupuk
PT Biodiversitas Bioteknologi Indonesia,PT Biodiversitas Bioteknologi Indonesia,1,pupuk
TIGA KREASI BERSAMA,TIGA KREASI BERSAMA,1,pupuk
PT. BERKAT KARUNIA DAMAI,PT. BERKAT KARUNIA DAMAI,1,pupuk
SAHABAT TANI TV,SAHABAT TANI TV,1,pupuk
MEKAR SARI JAYA,MEKAR SARI JAYA,1,pupuk
ASPA SEMBILAN TUJUH FARMER INDUSTRY,ASPA SEMBILAN TUJUH FARMER INDUSTRY,1,pupuk
CV. ZEO BENT INDONESIA,CV. ZEO BENT INDONESIA,1,pupuk
BHETOCHAR ENERGI NUSANTARA,BHETOCHAR ENERGI NUSANTARA,1,pupuk
YKB MERAH PUTIH,YKB MERAH PUTIH,1,pupuk
BATARA SUBUR TANI,BATARA SUBUR TANI,1,pupuk
MONTREAL JAYA INDO,MONTREAL JAYA INDO,1,pupuk
KUR AGRO LESTARI,KUR AGRO LESTARI,1,pupuk
SURYAPRATAMA CITRALESTARI,SURYAPRATAMA CITRALESTARI,1,pupuk
MUKTI GRAHA PERKASA,MUKTI GRAHA PERKASA,1,pupuk
INDO FERT CORP,INDO FERT CORP,1,pupuk
CV. Rimba Jaya,CV. Rimba Jaya,1,pupuk
GRESIK GOLD BLESSING,GRESIK GOLD BLESSING,1,pupuk
LAHAN MAS MEKAR,LAHAN MAS MEKAR,1,pupuk
SEMBILAN JAYA ABADI RESOURCES,SEMBILAN JAYA ABADI RESOURCES,1,pupuk
ARTA PUTRI,CV. Arta Putri,1,pupuk
CV. Arta Putri,CV. Arta Putri,1,pupuk-legacy
CV. PRIMA SAKTI,CV. PRIMA SAKTI,1,pupuk
BUKIT MAS MURTI PERSADA,PT Bukit Mas Murti Persada,1,pupuk
PT Bukit Mas Murti Persada,PT Bukit Mas Murti Persada,1,pupuk-legacy
BERKAH BUMI BARU,BERKAH BUMI BARU,1,pupuk
NS CROPS ORGANIC,NS CROPS ORGANIC,1,pupuk
ALOVE BALI IND,ALOVE BALI IND,1,pupuk
JASARESI MANDIRI,JASARESI MANDIRI,1,pupuk
PT. SETIA ALAM SINERGI,PT. SETIA ALAM SINERGI,1,pupuk
TRIASPUTRA AGRO MAJU SEJAHTERA,TRIASPUTRA AGRO MAJU SEJAHTERA,1,pupuk
BUMI SRIWIJAYA INDONESIA,BUMI SRIWIJAYA INDONESIA,1,pupuk
BERSAMA AGRI MAKMUR,BERSAMA AGRI MAKMUR,1,pupuk
PT Cipta Ulang Sumberdaya Indonesia,PT Cipta Ulang Sumberdaya Indonesia,1,pupuk
DEWI MURNI SAMPURNA,DEWI MURNI SAMPURNA,1,pupuk
TRANS BUMI SUBUR SEJAHTERA,TRANS BUMI SUBUR SEJAHTERA,1,pupuk
WINON INTERNATIONAL,PT. Winon International,1,pupuk
UD Jonhson,UD Jonhson,1,pupuk
MAJJAMA AGRO INDUSTRI,MAJJAMA AGRO INDUSTRI,1,pupuk
MEGA KIMIA INDUSTRI,MEGA KIMIA INDUSTRI,1,pupuk
TUNAS MAKMUR JAYA ABADI,PT Tunas Makmur Jaya Abadi,1,pupuk
PT Tunas Makmur Jaya Abadi,PT Tunas Makmur Jaya Abadi,1,pupuk-legacy
AGROABADI MAKMUR PERSADA,PT. AGROABADI MAKMUR PERSADA,1,pupuk
MITRA TANINDO,MITRA TANINDO,1,pupuk
DEWADARU KARYAUTAMA JAYA,DEWADARU KARYAUTAMA JAYA,1,pupuk
INFINITI SUMBER ALAM,INFINITI SUMBER ALAM,1,pupuk
TUNAS LESTARI ALAM INDAH,TUNAS LESTARI ALAM INDAH,1,pupuk
PRAMUDITA DARYA PARMA,PT.PRAMUDITA DARYA PARMA,1,pupuk
PT.PRAMUDITA DARYA PARMA,PT.PRAMUDITA DARYA PARMA,1,pupuk-legacy
LIBO FARMING,LIBO FARMING,1,pupuk
PT DYNAPHARM NUSANTARA GEMILANG,PT DYNAPHARM NUSANTARA GEMILANG,1,pupuk
SAMOR ARGA MAKMUR,SAMOR ARGA MAKMUR,1,pupuk
INTIDAYA AGROLESTARI,PT. Intidaya Agrolestari,1,pupuk
PT. Intidaya Agrolestari,PT. Intidaya Agrolestari,1,pupuk-legacy
CV.JABAL REZKI,CV.JABAL REZKI,1,pupuk
ZENTIDE BIOTEKNOLOGI GLOBAL,ZENTIDE BIOTEKNOLOGI GLOBAL,1,pupuk
CIWANGI NUTRISI TANAMAN,CIWANGI NUTRISI TANAMAN,1,pupuk
ARJUNA GRESIK BUMI PERKASA,ARJUNA GRESIK BUMI PERKASA,1,pupuk
PT. NUSANTARA AGRO FARMA,PT. NUSANTARA AGRO FARMA,1,pupuk
NUSANTARA AGRO FARMA,PT. NUSANTARA AGRO FARMA,1,pupuk
CANTIGA,CANTIGA,1,pupuk
MANDIRI CEMERLANG ABADI,MANDIRI CEMERLANG ABADI,1,pupuk
SEDAYA AGRO,SEDAYA AGRO,1,pupuk
PT UNGGUL SEJAHTERA PERTANIAN,PT UNGGUL SEJAHTERA PERTANIAN,1,pupuk
PELITA SUSUN BENTANG ORGANIK,PELITA SUSUN BENTANG ORGANIK,1,pupuk
PT GLOBAL GROWTH,PT GLOBAL GROWTH,1,pupuk
PRINALTIA JUNTA PERKASA,PRINALTIA JUNTA PERKASA,1,pupuk
BELERANG GUNUNG KAWAH IJEN,BELERANG GUNUNG KAWAH IJEN,1,pupuk
INSAN LESTARI,INSAN LESTARI,1,pupuk
MUNCUL BERKAH TANI,MUNCUL BERKAH TANI,1,pupuk
UD. HARAPAN ABADI,UD. HARAPAN ABADI,1,pupuk
PABRIK GULA RAJAWALI I,PABRIK GULA RAJAWALI I,1,pupuk
ZAQ INDONESIA,ZAQ INDONESIA,1,pupuk
SURYA SEMI SENTOSA,SURYA SEMI SENTOSA,1,pupuk
BIOKLANTEK NUSANTARA,BIOKLANTEK NUSANTARA,1,pupuk
GEUSAN WIRA PERKASA,GEUSAN WIRA PERKASA,1,pupuk
DAVARI ANUGERAH SEJAHTERA,DAVARI ANUGERAH SEJAHTERA,1,pupuk
PT. Kemoza Mandiri Grup,PT. Kemoza Mandiri Grup,1,pupuk
PT Dunia Kimia Jaya,PT Dunia Kimia Jaya,1,pupuk-legacy
WIRA ADHI SATYA PERTIWI,WIRA ADHI SATYA PERTIWI,1,pupuk
BUMI LAVANAA AGRO INDUSTRI,BUMI LAVANAA AGRO INDUSTRI,1,pupuk
BIO BATARA JAYA,BIO BATARA JAYA,1,pupuk
WILIS MULYO NUSWANTORO JOYO,WILIS MULYO NUSWANTORO JOYO,1,pupuk
INDOHAYATI AGRO SEJAHTERA,INDOHAYATI AGRO SEJAHTERA,1,pupuk
RAHMA JAYA,CV. Rahma Jaya,1,pupuk
PT. BLANG THOEI LUAH,PT. BLANG THOEI LUAH,1,pupuk
CV. Marson Syah,CV. Marson Syah,1,pupuk
HAFISA ANUGERAH MAKMUR,HAFISA ANUGERAH MAKMUR,1,pupuk
TRUBUS MAS LESTARI,CV Trubus Mas Lestari,1,pupuk
CV Trubus Mas Lestari,CV Trubus Mas Lestari,1,pupuk
IKASHI SABDA AGUNG,IKASHI SABDA AGUNG,1,pupuk
NAVATI GEMILANG MANDIRI,NAVATI GEMILANG MANDIRI,1,pupuk
TATANAN ALAM SEGAR,TATANAN ALAM SEGAR,1,pupuk
ARGO WIRA BUANA,ARGO WIRA BUANA,1,pupuk
IJO,IJO,1,pupuk
SINAR JAYA SAE,SINAR JAYA SAE,1,pupuk
BIO NUSA LESTARI,BIO NUSA LESTARI,1,pupuk
MUTIARA ZIOSOVIQ,MUTIARA ZIOSOVIQ,1,pupuk
RAMBATE RATAHAYU,RAMBATE RATAHAYU,1,pupuk
DEWI,CV. Dewi,1,pupuk
CV. Dewi,CV. Dewi,1,pupuk-legacy
SUMBER PANGAN GRESIK,SUMBER PANGAN GRESIK,1,pupuk
KUDJANG PUTRA PRATAMA,KUDJANG PUTRA PRATAMA,1,pupuk
ADHI MANGGALA,ADHI MANGGALA,1,pupuk
FAN JAYA MANUNGGAL,FAN JAYA MANUNGGAL,1,pupuk
AGROTANI,CV.AGROTANI,1,pupuk
CV.AGROTANI,CV.AGROTANI,1,pupuk-legacy
NAWASENA UNGGUL SANTOSA,NAWASENA UNGGUL SANTOSA,1,pupuk
KARYA ALAM SUKSES,PT. KARYA ALAM SUKSES,1,pupuk
PT. KARYA ALAM SUKSES,PT. KARYA ALAM SUKSES,1,pupuk
MADUBARU,MADUBARU,1,pupuk
PUTRA JAYA RAHARJA,PUTRA JAYA RAHARJA,1,pupuk
SURYA NUSA PERKASA,SURYA NUSA PERKASA,1,pupuk
HERKREASI,HERKREASI,1,pupuk
VALENTA JAYA BERSAMA,VALENTA JAYA BERSAMA,1,pupuk
PT. LAJU PERSADA UTAMA,PT. LAJU PERSADA UTAMA,1,pupuk
CV. RIAU AGROFERT,CV. RIAU AGROFERT,1,pupuk
ANAGATA AGRO ABADI,ANAGATA AGRO ABADI,1,pupuk
ARINAKI MULIA BERSAMA,ARINAKI MULIA BERSAMA,1,pupuk
RIMBA ALAM NUSANTARA,RIMBA ALAM NUSANTARA,1,pupuk
CLEAN AND WELL PACK INDONESIA,CLEAN AND WELL PACK INDONESIA,1,pupuk
PT. DAHLIAH DUTA UTAMA,PT. DAHLIAH DUTA UTAMA,1,pupuk
DAHLIAH DUTA UTAMA,PT. DAHLIAH DUTA UTAMA,1,pupuk
BIN ZEIN AGRICULTURE,BIN ZEIN AGRICULTURE,1,pupuk
BERLIAN ANUGERAH JAYA,BERLIAN ANUGERAH JAYA,1,pupuk
HUMACARE INDONESIA ABADI,HUMACARE INDONESIA ABADI,1,pupuk
CV. MANUNGGAL ABADI SENTOSA,CV MANUNGGAL ABADI SENTOSA,1,pupuk
CV MANUNGGAL ABADI SENTOSA,CV MANUNGGAL ABADI SENTOSA,1,pupuk-legacy
HERDANIC AFDA DIHESA,HERDANIC AFDA DIHESA,1,pupuk
CV. INDAH PRATAMA SARI,CV. INDAH PRATAMA SARI,1,pupuk
SEMANGAT BERSAMA ENTREPRENEURSHIP,SEMANGAT BERSAMA ENTREPRENEURSHIP,1,pupuk
ARMAFAN BAKTI SESAMA,ARMAFAN BAKTI SESAMA,1,pupuk
LEGASI ALAM INDONESIA,LEGASI ALAM INDONESIA,1,pupuk
"TANI JAYA, UD","TANI JAYA, UD",1,pupuk
GUNUNG DONO PUTRA,CV. Gunung Dono Putra,1,pupuk
CV. Gunung Dono Putra,CV. Gunung Dono Putra,1,pupuk-legacy
DELTA FORTUNA,CV. DELTA FORTUNA,1,pupuk
CV. DELTA FORTUNA,CV. DELTA FORTUNA,1,pupuk-legacy
ALAM SEMESTA TEKHNOVASI,ALAM SEMESTA TEKHNOVASI,1,pupuk
BENATA,BENATA,1,pupuk
ANDALAS DOLOMIT SEJAHTERA,ANDALAS DOLOMIT SEJAHTERA,1,pupuk
NUSANTARA TETAP JAYA,NUSANTARA TETAP JAYA,1,pupuk
BASIMBAH TANI SYAHDILATA,BASIMBAH TANI SYAHDILATA,1,pupuk
SUMBER MULYA GRAND ORGANIK,SUMBER MULYA GRAND ORGANIK,1,pupuk
MITRA GRESIK INDONESIA,PT. Mitra Gresik Indonesia,1,pupuk
PT. Mitra Gresik Indonesia,PT. Mitra Gresik Indonesia,1,pupuk-legacy
EMIRA AGRITANI,EMIRA AGRITANI,1,pupuk
ASIA PACIFIC MARKETING INTERNATIONAL,ASIA PACIFIC MARKETING INTERNATIONAL,1,pupuk
ASIA PACIFIC RAYON,ASIA PACIFIC RAYON,1,pupuk
CV. PONDANGI,CV. PONDANGI,1,pupuk
DUTA AGRO LESTARI,DUTA AGRO LESTARI,1,pupuk
PUPUK KELAPA SAWIT JAYA,PT PUPUK KELAPA SAWIT JAYA,1,pupuk
PT PUPUK KELAPA SAWIT JAYA,PT PUPUK KELAPA SAWIT JAYA,1,pupuk-legacy
PT Bursatani Global Niaga,PT Bursatani Global Niaga,1,pupuk-legacy
CV. Argo Pundi Lestari,CV. Argo Pundi Lestari,1,pupuk
MAHKOTA JAYA RAYA,MAHKOTA JAYA RAYA,1,pupuk
JAYA MAKMUR SENTAUSA,CV. Jaya Makmur Sentausa,1,pupuk
PUTRO JOYO GROUP,PUTRO JOYO GROUP,1,pupuk
PT. POLOWIJO GRAHA NIAGA,PT. POLOWIJO GRAHA NIAGA,1,pupuk
TASMA PUJA,TASMA PUJA,1,pupuk
CV. BINA AGRO PACIFIC,CV. BINA AGRO PACIFIC,1,pupuk
BUMI MAKMUR,BUMI MAKMUR,1,pupuk
EKOTANI SINAR ANUGERAH,EKOTANI SINAR ANUGERAH,1,pupuk
LAMPOH LADA,LAMPOH LADA,1,pupuk
GROWING PLANTS INTERNASIONAL,GROWING PLANTS INTERNASIONAL,1,pupuk
ALAMI ORION AGROTAMA,ALAMI ORION AGROTAMA,1,pupuk
CV. Sinar Agro Sejati,CV. Sinar Agro Sejati,1,pupuk
ENERGI AGRO NUSANTARA,ENERGI AGRO NUSANTARA,1,pupuk
DASA VAYU ALAM SARI,DASA VAYU ALAM SARI,1,pupuk
NETA AGRINDO SANTOSA,NETA AGRINDO SANTOSA,1,pupuk
BIMA JAYA FARM,BIMA JAYA FARM,1,pupuk
BANGBARA SADULUR MAKMUR,BANGBARA SADULUR MAKMUR,1,pupuk
KOPERASI PRODUSEN BRAHMAN SEJAHTERA SUBANG,KOPERASI PRODUSEN BRAHMAN SEJAHTERA SUBANG,1,pupuk
JAYA PERKASA,JAYA PERKASA,1,pupuk
EVA SUKSES MAKMUR,EVA SUKSES MAKMUR,1,pupuk
DARMAWANGSA PUTRA,DARMAWANGSA PUTRA,1,pupuk
RIZKI FERTILA SEJAHTERA,RIZKI FERTILA SEJAHTERA,1,pupuk
PT Tri Dharma Internasional,PT Tri Dharma Internasional,1,pupuk
CV. Putri Gresik,CV. Putri Gresik,1,pupuk
RODAME INDONESIA,RODAME INDONESIA,1,pupuk
PESONA HERBAL INDONESIA,PESONA HERBAL INDONESIA,1,pupuk
KARYA MANUNGGAL JAYA,KARYA MANUNGGAL JAYA,1,pupuk
CV. AL HADID 20,CV. AL HADID 20,1,pupuk
BERKAH ALAM GEMILANG,BERKAH ALAM GEMILANG,1,pupuk
HAYATI MAKMUR NUSANTARA,HAYATI MAKMUR NUSANTARA,1,pupuk
SEJAHTERA ABADI,CV. Sejahtera Abadi,1,pupuk
CV. Sejahtera Abadi,CV. Sejahtera Abadi,1,pupuk-legacy
BIOTEK AGRI LESTARI,BIOTEK AGRI LESTARI,1,pupuk
ARWANA TANI MAKMUR,ARWANA TANI MAKMUR,1,pupuk
TIRTA UTAMA GLOBAL,TIRTA UTAMA GLOBAL,1,pupuk
OMTEC PRIMA MANDIRI,OMTEC PRIMA MANDIRI,1,pupuk
MULIA REZEKI ABADI,MULIA REZEKI ABADI,1,pupuk
PT. Agri Jaya Manggala,PT. Agri Jaya Manggala,1,pupuk-legacy
NUTRISI INDONESIA RAYA,NUTRISI INDONESIA RAYA,1,pupuk
TRIJAYA ANUGRAH SENTOSA,TRIJAYA ANUGRAH SENTOSA,1,pupuk
Yayasan Pemilahan Sampah Temesi,Yayasan Pemilahan Sampah Temesi,1,pupuk
DHARMA PERTIWI,DHARMA PERTIWI,1,pupuk
PT.LINTAS INDO SEJAHTERA,PT.LINTAS INDO SEJAHTERA,1,pupuk
BIO DITA ORGANIK,BIO DITA ORGANIK,1,pupuk
GREEN PHOSKA SEJAHTERA,GREEN PHOSKA SEJAHTERA,1,pupuk
CV. CEMIKA OPTIMA,CV. CEMIKA OPTIMA,1,pupuk
PT. BIO INOVASINDO HAYATI,PT. BIO INOVASINDO HAYATI,1,pupuk
PT.Madura Guano,PT.Madura Guano,1,pupuk
KELOMPOK USAHA BERSAMA SIDO TENTREM,KELOMPOK USAHA BERSAMA SIDO TENTREM,1,pupuk
KUMISIK BERKAH SEJAHTERA,KUMISIK BERKAH SEJAHTERA,1,pupuk
SUPER GRADE ROSINDO,SUPER GRADE ROSINDO,1,pupuk
MAHAJAYA MULTI SINERGI,MAHAJAYA MULTI SINERGI,1,pupuk
PT. Hikari Agro Indonesia,PT. Hikari Agro Indonesia,1,pupuk
PT DIANATA ADIKARYA SENTOSA,PT DIANATA ADIKARYA SENTOSA,1,pupuk
COKRO JOYO PASTI CUAN,COKRO JOYO PASTI CUAN,1,pupuk
SOLUSI AGRONUSA PRATAMA,SOLUSI AGRONUSA PRATAMA,1,pupuk
MINERAL JAYA ALAM NUSANTARA,MINERAL JAYA ALAM NUSANTARA,1,pupuk
BAHAGIA JAYA SINERGY,PT. Bahagia Jaya Sinergy,1,pupuk
PT. Bahagia Jaya Sinergy,PT. Bahagia Jaya Sinergy,1,pupuk-legacy
SURYA BUMI ADILMAKMUR,SURYA BUMI ADILMAKMUR,1,pupuk
SIMAR ALAM BERKAH,SIMAR ALAM BERKAH,1,pupuk
CV BIO SENTRATAMA,CV BIO SENTRATAMA,1,pupuk
ANUGRAHA ALAM SENTOSA,PT. ANUGRAHA ALAM SENTOSA,1,pupuk
PT. ANUGRAHA ALAM SENTOSA,PT. ANUGRAHA ALAM SENTOSA,1,pupuk
ESA ILHAM PERSADA,ESA ILHAM PERSADA,1,pupuk
MARCO JAYA SEJAHTERA,MARCO JAYA SEJAHTERA,1,pupuk
MITRA TEMASEK NUSANTARA,MITRA TEMASEK NUSANTARA,1,pupuk
AURORA SABANGSATIA,AURORA SABANGSATIA,1,pupuk
CIPTA MAKMUR BERSAMA,CIPTA MAKMUR BERSAMA,1,pupuk
PT.BINTANG ANANDA MANDIRI,PT.BINTANG ANANDA MANDIRI,1,pupuk
EMINEN GLOBALINDO RAYA,EMINEN GLOBALINDO RAYA,1,pupuk
ADAMAS ASABHUMI,PT. ADAMAS ASABHUMI,1,pupuk
PT. ADAMAS ASABHUMI,PT. ADAMAS ASABHUMI,1,pupuk-legacy
SENTRA PETERNAKAN RAKYAT (SPR),SENTRA PETERNAKAN RAKYAT (SPR),1,pupuk
ORGANIC FARMING INDONESIA,CV. Organic Farming Indonesia,1,pupuk
CV. Organic Farming Indonesia,CV. Organic Farming Indonesia,1,pupuk-legacy
MADA PUTRA NUSANTARA,MADA PUTRA NUSANTARA,1,pupuk
AGROTIS GAIA INDONESIA,AGROTIS GAIA INDONESIA,1,pupuk
ULI AGRO MAKMUR,ULI AGRO MAKMUR,1,pupuk
EBISU GLOBALTRADING INDONESIA,EBISU GLOBALTRADING INDONESIA,1,pupuk
CAKRA DHARMA USAHA,CAKRA DHARMA USAHA,1,pupuk
SAUNG AGRO NUSANTARA,SAUNG AGRO NUSANTARA,1,pupuk
BIAN JAYA MAKMUR,BIAN JAYA MAKMUR,1,pupuk
MAJU JAYA,MAJU JAYA,1,pupuk
REGENERASI KEHIDUPAN NUSANTARA,REGENERASI KEHIDUPAN NUSANTARA,1,pupuk
PT BANDUNG ECO SINERGI TEKNOLOGI,PT BANDUNG ECO SINERGI TEKNOLOGI,1,pupuk
NAZRAH AGRO MANDIRI,NAZRAH AGRO MANDIRI,1,pupuk
TIARA AGRO HITA KENCANA,TIARA AGRO HITA KENCANA,1,pupuk
PALAPA GRESIK,PALAPA GRESIK,1,pupuk
PANGAN INDO MAJU ABADI,PANGAN INDO MAJU ABADI,1,pupuk
PT. Anugerah Sarana Hayati,PT. Anugerah Sarana Hayati,1,pupuk
PT. Sri Munarti Supakat Indoputra,PT. Sri Munarti Supakat Indoputra,1,pupuk
BUKIT KAPUR ALAM RAYA,BUKIT KAPUR ALAM RAYA,1,pupuk
CV. ANUGERAH BERSAMA,CV. ANUGERAH BERSAMA,1,pupuk
INOVASI ANAK INDONESIA,INOVASI ANAK INDONESIA,1,pupuk
CITRA ANUGRAH MALINOTAMA,CITRA ANUGRAH MALINOTAMA,1,pupuk
AGRO GALBA RABUKA,AGRO GALBA RABUKA,1,pupuk
PT. BIOTEK AGRO INDONESIA,PT. BIOTEK AGRO INDONESIA,1,pupuk
PERSADA HIJAU,PERSADA HIJAU,1,pupuk
SUMINDO,SUMINDO,1,pupuk
HARVEST BERKAH ABADI,HARVEST BERKAH ABADI,1,pupuk
AGRO INVESTAMA LESTARI,AGRO INVESTAMA LESTARI,1,pupuk
PUPUK AGRO JAYA,PUPUK AGRO JAYA,1,pupuk
PUTRA KURNIA MAS,PUTRA KURNIA MAS,1,pupuk
PT KIBO AGRI JAYA,PT KIBO AGRI JAYA,1,pupuk
MAHA DWIPA NUSANTARA,MAHA DWIPA NUSANTARA,1,pupuk
SEPAKAT GLOBAL,SEPAKAT GLOBAL,1,pupuk
MAKMUR BUMI ABADI,MAKMUR BUMI ABADI,1,pupuk
NIRANKARA MAKMUR AGRO,NIRANKARA MAKMUR AGRO,1,pupuk
TAWANG AGRO FARM,TAWANG AGRO FARM,1,pupuk
PT. NUSA BERKAT ALAM,PT. NUSA BERKAT ALAM,1,pupuk-legacy
PESONA PETANI NUSANTARA,PESONA PETANI NUSANTARA,1,pupuk
GALIH JATI,GALIH JATI,1,pupuk
TIMAN AGUNG,TIMAN AGUNG,1,pupuk
BANGKIT SOLUSI AGRINDO,BANGKIT SOLUSI AGRINDO,1,pupuk
HARI AGRO HAYATI,HARI AGRO HAYATI,1,pupuk
LOBO KRIS UNIKKA,LOBO KRIS UNIKKA,1,pupuk
ASA MANDIRI SEJAHTERA,ASA MANDIRI SEJAHTERA,1,pupuk
TARUM SINERGI INDONESIA,TARUM SINERGI INDONESIA,1,pupuk
MULIA AGRO SEJAHTERA,MULIA AGRO SEJAHTERA,1,pupuk
CIPTA USAHA SANTOSA,CIPTA USAHA SANTOSA,1,pupuk
SUBURI PUTRA MANDIRI,CV. SUBURI PUTRA MANDIRI,1,pupuk
CV. SUBURI PUTRA MANDIRI,CV. SUBURI PUTRA MANDIRI,1,pupuk-legacy
CV. HANGSON,CV. HANGSON,1,pupuk
CIHURIP AGRO NUSA,CIHURIP AGRO NUSA,1,pupuk
TANIKITA BERKAH,TANIKITA BERKAH,1,pupuk
