nomor_pendaftaran,nama_produk,jenis_anomali,teks,keterangan
010301201242681,TUFOMIN 865 SL,baris-bukan-nama-ilmiah,Sisa gulma dan jerami,Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
010301201242681,TUFOMIN 865 SL,baris-bukan-nama-ilmiah,tidak boleh dibakar,Baris ke-4 pada latinHamaKomoditas; tidak dijadikan OPT.
0420221065,GLYPHOSATE 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01040120248375,FITAGILL 1.55/3.10 SL,kurung-bukan-dosis,jumlah anakan,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
01040120248375,FITAGILL 1.55/3.10 SL,kurung-bukan-dosis,bobot 100 biji,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
01040120248375,FITAGILL 1.55/3.10 SL,kurung-bukan-dosis,rendemen beras,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
042018513,CARBOFURAN 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231239,Omacide IPBC 30 DPG,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018657,PARAQUAT 42 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251408,Proxel MV1.5,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042021947,FENOXAPROP-P-ETHYL 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120021687,GALAMIN 865 SL,baris-bukan-nama-ilmiah,Kalimat peringatan : Sisa gulma dan jerami tidak boleh dibakar,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
0420241290,PROPINEB 85 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251377,CHLORANTRANILIPROLE 95.3 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042001137,CYPERMETHRIN 92 TC,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420251420,OXINE-COPPER 98.5 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042010275,PARAKUAT 42 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032026657,OXAMYL 240 SL,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032013334,CURZATE 8/64 WP,kadar-kolom-bukan-angka,Kebutuhan Export,"satuanPestisida=""""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
01040120206626,GG 8.5 SL,baris-bukan-nama-ilmiah,"jumlah bunga, hasil/tanaman, hasil/petak",Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120206626,GG 8.5 SL,baris-bukan-nama-ilmiah,dan hasil/ha,Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
0420261505,FEPROXYDIM 90 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032025625,CARBOFURAN 3 GR,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251464,PYRIBENZOXIM 96 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241310,GLYPHOSATE 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241313,ISOPROTHIOLANE 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032025593,METHOMYL 215 SL,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01010120093308,ALFAMEX 18 EC,baris-bukan-nama-ilmiah,),Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
032019465,BASTA 150 SL,kadar-kolom-bukan-angka,tidak tersedia untuk ekspor,"satuanPestisida=""""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420241325,SODIUM NITROPHENOLATE 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032024559,ABATE 500 EC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241327,Zinc Omadine MP,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241299,BENTAZON 96 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241346,PREVENTOL A 6-D,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120031931,SOLUSI 865 SL,baris-bukan-nama-ilmiah,Kalimat peringatan:,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
01030120031931,SOLUSI 865 SL,baris-bukan-nama-ilmiah,Sisa gulma dan jerami,Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
01030120031931,SOLUSI 865 SL,baris-bukan-nama-ilmiah,tidak boleh dibakar,Baris ke-4 pada latinHamaKomoditas; tidak dijadikan OPT.
032022517,HIT EXPERT 0.26 AE (WB),entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032020500,METHOMYL 90 SP,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241360,GLYPHOSATE 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06080120237999,Force Magic 0.15 AE,kadar-kolom-bukan-angka,Siap Pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06080120269355,DINOLA 50 SG,kurung-bukan-dosis,pengenceran 120–150 kali,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
06080120269355,DINOLA 50 SG,kurung-bukan-dosis,pengenceran 120–150 kali,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
06080120269355,DINOLA 50 SG,kurung-bukan-dosis,pengenceran 300 - 400 kali,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
06080120269355,DINOLA 50 SG,kurung-bukan-dosis,pengenceran 200–250 kali,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
0420231248,CYPERMETHRIN 92 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01040120237954,Windeal Brassin 0.1 SL,baris-bukan-nama-ilmiah,(pada 4 MST),Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
032025629,E-TOMIL 90 SP,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231187,IMIDACLOPRID 97 % TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120227577,PROXON 200 SL,dosis-bentrok,"kolom=""3,0-7,0 l/ha"" kurung=""3 - 4 l/ha""","Komoditas ""Budidaya kelapa sawit (TBM)"", OPT ""Clidemia hirta"". Kolom yang dipakai."
01030120227577,PROXON 200 SL,dosis-bentrok,"kolom=""3,0-7,0 l/ha"" kurung=""3 - 4 l/ha""","Komoditas ""Budidaya kelapa sawit (TBM)"", OPT ""Mikania micrantha"". Kolom yang dipakai."
01030120227577,PROXON 200 SL,dosis-bentrok,"kolom=""3,0-7,0 l/ha"" kurung=""3 - 4 l/ha""","Komoditas ""Budidaya kelapa sawit (TBM)"", OPT ""Asystasia gangetica"". Kolom yang dipakai."
01030120227577,PROXON 200 SL,dosis-bentrok,"kolom=""3,0-7,0 l/ha"" kurung=""3 - 4 l/ha""","Komoditas ""Budidaya kelapa sawit (TBM)"", OPT ""Borreria alata"". Kolom yang dipakai."
0420251433,BIOX ABZ,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241364,PARAKUAT DIKLORIDA 42 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241367,ACTICIDE ICB 3,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120093596,THIOSIDA 6 GR,dosis-bentrok,"kolom=""15 - 20 kg/ha"" kurung=""10-15 kg/ha""","Komoditas ""Padi sawah tabela"", OPT ""Cyperus iria"". Kolom yang dipakai."
01030120093596,THIOSIDA 6 GR,dosis-bentrok,"kolom=""15 - 20 kg/ha"" kurung=""10-15 kg/ha""","Komoditas ""Padi sawah tabela"", OPT ""Echinochloa cruss-gali"". Kolom yang dipakai."
01030120093596,THIOSIDA 6 GR,dosis-bentrok,"kolom=""15 - 20 kg/ha"" kurung=""10-15 kg/ha""","Komoditas ""Padi sawah tabela"", OPT ""Monochoria vaginalis"". Kolom yang dipakai."
01030120093596,THIOSIDA 6 GR,dosis-bentrok,"kolom=""15 - 20 kg/ha"" kurung=""10-15 kg/ha""","Komoditas ""Padi sawah tabela"", OPT ""Ludwigia octovalvis"". Kolom yang dipakai."
01040120103838,GIBBERSIPP 20 TB,baris-bukan-nama-ilmiah,"jumlah umbi/tanaman, bobot umbi,",Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120103838,GIBBERSIPP 20 TB,baris-bukan-nama-ilmiah,"hasil/tanaman, hasil/petak, hasil/ha",Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
0420251381,IMIDAKLOPRID 95% TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032018424,VAPE MULTI INSECT KILLER,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032018424,VAPE MULTI INSECT KILLER,kurung-bukan-dosis,Product export,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
0420221097,GLUFOSINATE-AMMONIUM 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042020891,PARAQUAT DICHLORIDE 42 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231255,IMIDACLOPRID 96 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06090120093323,BIOMAC 10 WP,baris-bukan-nama-ilmiah,Kalimat peringatan:,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120093323,BIOMAC 10 WP,baris-bukan-nama-ilmiah,Tidak boleh digunakan oleh,Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120093323,BIOMAC 10 WP,baris-bukan-nama-ilmiah,"perorangan, hanya digunakan",Baris ke-4 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120093323,BIOMAC 10 WP,baris-bukan-nama-ilmiah,oleh petugas Dinas Kesehatan/,Baris ke-5 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120093323,BIOMAC 10 WP,baris-bukan-nama-ilmiah,pest control,Baris ke-6 pada latinHamaKomoditas; tidak dijadikan OPT.
0420261489,Acticide ATA 20,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221059,PREVENTOL TM-CE 25,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032019458,COMPRO 600 EC,kadar-kolom-bukan-angka,-,"satuanPestisida=""g/l""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
042018516,CHLORPYRIFOS 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241314,KLORANTRANILIPROL 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032025633,METOMIL 90 SP,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032024557,VAPE 0.15 MC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231207,INTACE B-350,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032019448,FRONTIER P 720 EC,kadar-kolom-bukan-angka,tidak tersedia untuk ekspor,"satuanPestisida=""g/l""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420241296,"2,4-D Acid Technical 97%",entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06080120227323,"KINGKONG 0,088 MC",kadar-kolom-bukan-angka,Pembakaran,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06080120227323,"KINGKONG 0,088 MC",kadar-kolom-bukan-angka,Pembakaran,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032020503,ZORVEC ENCANTIA 330 SE,kadar-kolom-bukan-angka,Untuk keperluan ekspor,"satuanPestisida=""""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
01040120031742,BIGEST 40 EC,kadar-kolom-bukan-angka,"57,14 ml/ha, (pada 30 HST, 50 HST dan 70 HST)","satuanPestisida=""-""; ditolak: satuan-terlalu-panjang. Teksnya dipertahankan pada dosis_teks."
01040120031742,BIGEST 40 EC,kurung-bukan-dosis,"pada 30 HST, 50 HST dan 70 HST",Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
01040120031742,BIGEST 40 EC,kurung-bukan-dosis,"3,5,7 MST",Ditolak: satuan-diawali-bukan-huruf.
0420231264,INNOMAN ® CMG,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231145,TEMBOTRION 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042017419,CHLORFENAPYR 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120175851,MACSPRAY 76.4 WP,baris-bukan-nama-ilmiah,Kalimat peringatan: Sisa gulma dan jerami tidak boleh dibakar,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
0420231188,KUINKLORAK 96 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120011606,AMCOMIN 865 SL,dosis-bentrok,"kolom=""1,5-3,5 l/ha"" kurung=""1,5-2 l/ha""","Komoditas ""Padi sawah"", OPT ""Cyperus difformis"". Kolom yang dipakai."
032004176,RUNNER 240 SC,kadar-kolom-bukan-angka,Kebutuhan Export,"satuanPestisida=""""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420231202,PROTIOKONAZOL 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06080120238014,HIT Expert 0.24 AE,kadar-kolom-bukan-angka,Penyemprotan terbatas dan siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420231206,BIOX P199,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032019455,PROWL 330 EC,kadar-kolom-bukan-angka,tidak tersedia untuk ekspor,"satuanPestisida=""g/l""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420241285,P-AMONIUM GLUFOSINAT 50 TK,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042019721,DENSIL DF ANTIMICROBIAL,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
042018601,GLYPHOSATE 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032024554,MERIFLEX 50 WG,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221054,MESOTRIONE 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120227538,IMIN 865 SL,baris-bukan-nama-ilmiah,Kalimat peringatan:,Baris ke-9 pada latinHamaKomoditas; tidak dijadikan OPT.
01030120227538,IMIN 865 SL,baris-bukan-nama-ilmiah,Sisa,Baris ke-10 pada latinHamaKomoditas; tidak dijadikan OPT.
0420231119,"2,4-D 98 TC",entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018640,"2,4-D ACID 98 TC",entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
04110120001552,Meganium 200 EC,dosis-bentrok,"kolom=""5 ml/m2"" kurung=""0,05% atau 5 l/m2""","Komoditas ""Pondasi bangunan/tanah bangunan"", OPT ""Coptotermes curvignathus (0,05% atau 5 l/m2))"". Kolom yang dipakai."
0420231185,GLYPHOSATE 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120248318,PYRO 20/100 OD,dosis-bentrok,"kolom=""0.75 - 1.25 l/ha"" kurung=""0,75 - 1,5 l/ha""","Komoditas ""Budidaya kelapa sawit (TBM)"", OPT ""Mikania micrantha"". Kolom yang dipakai."
01030120248318,PYRO 20/100 OD,dosis-bentrok,"kolom=""0.75- 1.25 l/ha"" kurung=""0,75 - 1,5 l/ha""","Komoditas ""Budidaya kelapa sawit (TBM)"", OPT ""Cyperus kylinggia"". Kolom yang dipakai."
032025591,KEN-UP 480 SL,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251474,PREVENTOL BIT 20 D,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01040120062223,BETTER 10 PA,baris-bukan-nama-ilmiah,"kadar karet kering, produksi karet kering",Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
0420221043,AMETRYN 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032026642,NATIVO EXTRA 120/100 SC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120196495,AMANDY 870 SL,baris-bukan-nama-ilmiah,Kalimat peringatan:,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
01030120196495,AMANDY 870 SL,baris-bukan-nama-ilmiah,Sisa jerami jangan dibakar,Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
042009234,CYPERMETHRIN 92 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042017450,PARAKUAT DIKLORIDA 42 TC,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420221113,Innosei ® IT,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241291,SIMOKSANIL 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221078,Densil DF ANTIMICROBIAL,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231251,GLUFOSINATE-AMMONIUM 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042021991,ACTICIDE ® B20,kadar-kolom-bukan-angka,19.00-21-00,"satuanPestisida=""%""; ditolak: satuan-diawali-bukan-huruf. Teksnya dipertahankan pada dosis_teks."
042018647,CYPERMETHRIN 92 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042020844,ACTICIDE DB 20,kurung-bukan-dosis,2H,Ditolak: satuan-tanpa-garis-miring.
032024562,MIRAI 150 DAYS,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06090120227555,MAULANET 0.11 LN,baris-bukan-nama-ilmiah,Kalimat peringatan:,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120227555,MAULANET 0.11 LN,baris-bukan-nama-ilmiah,"Tidak boleh digunakan oleh perorangan, hanya digunakan oleh petugas Dinas Kesehatan/ pest control",Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
0420261481,FENOXAPROP-P-ETHYL 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
