nama_produk,nomor_pendaftaran,jenis_pestisida,bentuk_formulasi,bahan_aktif,pemegang_pendaftaran,jenis_perseroan,perihal,bidang_penggunaan,komoditas_sasaran,tanggal_terbit,tanggal_berakhir,jml_perubahan_nama,jml_perubahan_pemegang,jml_perluasan,id,bahan_aktif_json,komoditas_json
BROADCAST 200 SL,01030120258909,Herbisida,"non selektif, kontak, sedikit sistemik purnatumbuh berbentuk larutan dalam air",L-Glufosinate Ammonium 200 g/l,SINAR GENERAL INDUSTRIES,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Pengelola Tanaman,Budidaya kelapa sawit (TBM),2025-09-26,2030-09-26,0,0,0,8106d34b-91fa-4fc6-9ec0-021f9c192829,"[{""namaBahan"": ""L-Glufosinate Ammonium"", ""kadarBahan"": ""200"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya kelapa sawit (TBM)"", ""kadarPestisida"": ""1,5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Clidemia hirta (1,5 - 3 l/ha)""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya kelapa sawit (TBM)"", ""kadarPestisida"": ""1,5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Mikania micrantha (1,5 - 3 l/ha)""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya kelapa sawit (TBM)"", ""kadarPestisida"": ""1,5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Borreria alata (1,5 - 3 l/ha)""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya kelapa sawit (TBM)"", ""kadarPestisida"": ""1,5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ageratum conyzoides (1,5 - 3 l/ha)""}, {""hamaKomoditas"": ""gulma golongan rumput  "", ""namaKomoditas"": ""Budidaya kelapa sawit (TBM)"", ""kadarPestisida"": ""1,5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ottochloa nodosa (1,5 - 3 l/ha)""}, {""hamaKomoditas"": ""gulma golongan rumput  "", ""namaKomoditas"": ""Budidaya kelapa sawit (TBM)"", ""kadarPestisida"": ""1,5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Setaria plicata (1,5 - 3 l/ha)""}]"
FURY 50 EC,01010119971355,Insektisida,insektisida racun kontak dan lambung berbentuk pekatan yang dapat diemulsikan,Zeta sipermetrin 50 g/l,BINA GUNA KIMIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,,Kentang; Jeruk; Bawang merah; Cabai; Semangka,2022-06-27,2027-06-27,0,0,0,810ae3fb-def1-4e3c-8321-9deed23217c5,"[{""namaBahan"": ""Zeta sipermetrin"", ""kadarBahan"": ""50"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""hama trips"", ""namaKomoditas"": ""Kentang "", ""kadarPestisida"": ""0.5"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Thrips sp.""}, {""hamaKomoditas"": ""hama trips"", ""namaKomoditas"": ""Jeruk"", ""kadarPestisida"": ""0.25 "", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Scirtothrips sp.""}, {""hamaKomoditas"": ""ulat grayak"", ""namaKomoditas"": ""Bawang merah "", ""kadarPestisida"": ""0.5"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Spodoptera exigua""}, {""hamaKomoditas"": ""hama trips"", ""namaKomoditas"": ""Cabai"", ""kadarPestisida"": ""0.125 "", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Thrips sp.""}, {""hamaKomoditas"": ""hama trips"", ""namaKomoditas"": ""Semangka"", ""kadarPestisida"": ""0.125 "", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Thrips sp.""}]"
"2,4-D 98 TC",0420231214,Herbisida,Tepung,"2,4-D 98 %",CENTA BRASINDO ABADI CHEMICAL INDUSTRY,PT.,Pestisida Alami - Permohonan Izin Tetap Baru Bahan Teknis,,,2024-03-04,2029-03-04,0,0,0,810bcb83-712b-4a9e-a094-a45a15c5fafb,"[{""namaBahan"": ""2,4-D"", ""kadarBahan"": ""98"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": """", ""namaKomoditas"": """", ""kadarPestisida"": """", ""satuanPestisida"": null, ""latinHamaKomoditas"": """"}]"
VAPE 0.03 MC,032016388,Insektisida,Pestisida rumah tangga berbentuk padatan lingkar,Dimefluthrin 0.03 %,FUMAKILLA INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ekspor,,,2021-10-12,2026-10-12,0,0,0,810ce521-3234-4009-9de1-e9c62c5816a0,"[{""namaBahan"": ""Dimefluthrin "", ""kadarBahan"": ""0.03"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Dimefluthrin "", ""kadarBahan"": ""0.03"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Dimefluthrin "", ""kadarBahan"": ""0.03"", ""satuanBahan"": ""%""}]",
NEMAGUARD 10 GR,01010120186135,Insektisida,sistemik dan kontak berbentuk butiran,oksamil 10 %,MITRA KREASIDHARMA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,,Kentang,2023-08-28,2028-08-28,0,0,0,8111f29b-bf21-4fc1-b7d4-534c6cb10f7c,"[{""namaBahan"": ""oksamil"", ""kadarBahan"": ""10"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""Ulat tanah"", ""namaKomoditas"": ""Kentang"", ""kadarPestisida"": ""5"", ""satuanPestisida"": ""kg/ha"", ""latinHamaKomoditas"": ""Agrotis ipsilon""}]"
TITANTOP 276 SL,01030120237945,Herbisida,kontak purna tumbuh berbentuk larutan dalam air,Parakuat Diklorida 276 g/l,FORAGRO MAJU SEJAHTERA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas,Pengelola Tanaman,Budidaya kelapa sawit (TBM),2023-08-28,2028-08-28,1,1,0,811a7abe-381a-4056-ab72-2e8ce015a2f3,"[{""namaBahan"": ""Parakuat Diklorida"", ""kadarBahan"": ""276"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""gulma golongan rumput"", ""namaKomoditas"": ""Budidaya kelapa sawit (TBM)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Paspalum conjugatum (2,25 - 4,5 l/ha)""}, {""hamaKomoditas"": ""gulma golongan rumput"", ""namaKomoditas"": ""Budidaya kelapa sawit (TBM)"", ""kadarPestisida"": ""2,25 - 4,5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Digitaria ciliaris (2,25 - 4,5 l/ha)""}, {""hamaKomoditas"": ""gulma golongan rumput"", ""namaKomoditas"": ""Budidaya kelapa sawit (TBM)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Ottochloa nodosa (2,25 - 4,5 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar "", ""namaKomoditas"": ""Budidaya kelapa sawit (TBM)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Cleome ruditosperma (2,25 - 4,5 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar "", ""namaKomoditas"": ""Budidaya kelapa sawit (TBM)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Synedrella nodiflora (2,25 - 4,5 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar "", ""namaKomoditas"": ""Budidaya kelapa sawit (TBM)"", ""kadarPestisida"": ""2,25 - 4,5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Praxelis clematidea (2,25 - 4,5 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar "", ""namaKomoditas"": ""Budidaya kelapa sawit (TBM)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Borreria alata (2,25 - 4,5 l/ha)""}]"
RICELOONG 60 SL,01030120269461,Herbisida,sistemik selektif  purnatumbuh berbentuk larutan dalam air,flusulfinam 60 g/l,KINGAGROOT BIOTECHNOLOGY INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Pengelola Tanaman,Padi sawah,2026-04-20,2031-04-20,1,0,0,811cf07e-98ba-4d92-9aef-f1f2dc6357d4,"[{""namaBahan"": ""flusulfinam"", ""kadarBahan"": ""60"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""gulma golongan rumput"", ""namaKomoditas"": ""Padi sawah"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Leptochloa chinensis (2 - 3 l/ha)""}, {""hamaKomoditas"": ""gulma golongan rumput"", ""namaKomoditas"": ""Padi sawah"", ""kadarPestisida"": ""2 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Eleocharis dulcis (2 - 3 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar"", ""namaKomoditas"": ""Padi sawah"", ""kadarPestisida"": ""2 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Monochoria vaginalis (2 - 3 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar"", ""namaKomoditas"": ""Padi sawah"", ""kadarPestisida"": ""2 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ludwigia octovalvis (2 - 3 l/ha)""}, {""hamaKomoditas"": ""teki"", ""namaKomoditas"": ""Padi sawah"", ""kadarPestisida"": ""1.5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Cyperus iria""}]"
"ROLIKUM 0,005 BB",032012281,Rodentisida,Rodentisida berbentuk blok,"brodifakum 0,005 %",ROLIMEX KIMIA NUSAMAS,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ekspor,,Tikus pohon,2022-10-04,2027-10-04,0,0,0,81254e33-e5a3-4add-9972-e542dcf3618f,"[{""namaBahan"": ""brodifakum"", ""kadarBahan"": ""0,005"", ""satuanBahan"": ""%""}, {""namaBahan"": ""brodifakum"", ""kadarBahan"": ""0,005"", ""satuanBahan"": ""%""}, {""namaBahan"": ""brodifakum"", ""kadarBahan"": ""0,005"", ""satuanBahan"": ""%""}, {""namaBahan"": ""brodifakum"", ""kadarBahan"": ""0,005"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": """", ""namaKomoditas"": ""Tikus pohon "", ""kadarPestisida"": """", ""satuanPestisida"": null, ""latinHamaKomoditas"": """"}]"
NOMOS 9.15 LV,06080120238172,Pestisida Rumah Tangga,racun pernafasan berbentuk larutan yang diuapkan,Dimefluthrin 9.15 g/l,FUMAKILLA NOMOS,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Pestisida Pemukiman & Rumah Tangga,"Pemukiman, Bangunan dan Rumah Tangga",Di dalam ruangan,2024-03-05,2029-03-05,0,0,0,812b6139-31e4-4758-a30c-8d21675a87fa,"[{""namaBahan"": ""Dimefluthrin"", ""kadarBahan"": ""9.15"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Dimefluthrin"", ""kadarBahan"": ""9.15"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Dimefluthrin"", ""kadarBahan"": ""9.15"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Dimefluthrin"", ""kadarBahan"": ""9.15"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Dimefluthrin"", ""kadarBahan"": ""9.15"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""nyamuk"", ""namaKomoditas"": ""Di dalam ruangan"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Aedes aegypti""}, {""hamaKomoditas"": ""nyamuk"", ""namaKomoditas"": ""Di dalam ruangan"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Culex quinquefaciatus""}]"
SalElufen 5/40 WG,01010120269650,Insektisida,racun kontak dan lambung berbentuk butiran yang dapat didispersikan dalam air,lufenuron 40 %; emamektin benzoat 5 %,WINHONOR CONSULTING INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Pengelola Tanaman,Jagung,2026-07-16,2031-07-16,0,0,0,8130f2c6-2ccf-4dcb-88ec-ddf197bb1c0b,"[{""namaBahan"": ""lufenuron"", ""kadarBahan"": ""40"", ""satuanBahan"": ""%""}, {""namaBahan"": ""emamektin benzoat"", ""kadarBahan"": ""5"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""ulat grayak"", ""namaKomoditas"": ""Jagung"", ""kadarPestisida"": ""1,5"", ""satuanPestisida"": ""g/l"", ""latinHamaKomoditas"": ""Spodoptera frugiperda""}]"
RAINBAS 160/50 SL,01030120227697,Herbisida,sistemik selektif purna tumbuh berbentuk larutan dalam air,Dicamba 160 g/l; Topramezon 50 g/l,RAINBOW AGROSCIENCES,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Pengelola Tanaman,Budidaya jagung,2023-02-08,2028-02-08,0,0,0,813ee89e-50ea-4d62-810b-3fc136f9b2c7,"[{""namaBahan"": ""Dicamba"", ""kadarBahan"": ""160"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Topramezon"", ""kadarBahan"": ""50"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""gulma golongan rumput"", ""namaKomoditas"": ""Budidaya jagung"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Echinochloa colonum (1,5 - 3 l/ha)""}, {""hamaKomoditas"": ""gulma golongan rumput"", ""namaKomoditas"": ""Budidaya jagung"", ""kadarPestisida"": ""1,5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Dactyloctenium aegyptium (1,5 - 3 l/ha)""}, {""hamaKomoditas"": ""gulma golongan rumput"", ""namaKomoditas"": ""Budidaya jagung"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Digitaria ciliaris (1,5 - 3 l/ha)""}, {""hamaKomoditas"": ""teki"", ""namaKomoditas"": ""Budidaya jagung"", ""kadarPestisida"": ""1,5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Cyperus iria (1,5 - 3 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar"", ""namaKomoditas"": ""Budidaya jagung"", ""kadarPestisida"": ""1,5 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Praxelis clematidea (1,5 - 3 l/ha)""}]"
CHLORBAN 480 EC,01010120165424,Insektisida,"Insektisida racun kontak, lambung, dan pernafasan berbentuk pekatan yang dapat diemulsikan",Klorpirifos 480 g/l,DALZON CHEMICALS INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,,Cabai,2021-10-12,2026-10-12,1,0,0,813fcf94-2ec9-4c1d-9d88-b9434b1d3ce2,"[{""namaBahan"": ""Klorpirifos"", ""kadarBahan"": ""480"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Hama trips"", ""namaKomoditas"": ""Cabai "", ""kadarPestisida"": ""1.5"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""thrips parvispinus""}]"
SOLFAC 10 WP,0609011982565,Pestisida Pengendalian Vektor Penyakit Pada Manusia,"racun kontak dan lambung berbentuk tepung yang dapat disuspensikan
Kalimat peringatan:
Tidak boleh digunakan oleh perorangan, hanya digunakan oleh petugas Dinas Kesehatan/pest control",Siflutrin 10 %,DISCOVERY ENVIRONMENTAL SCIENCE INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Genap,,Di dalam ruangan,2024-09-19,2029-09-19,0,1,0,814b239d-6164-4280-822d-27d722afadb8,"[{""namaBahan"": ""Siflutrin"", ""kadarBahan"": ""10"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""kecoa"", ""namaKomoditas"": ""Di dalam ruangan"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Periplaneta americana""}, {""hamaKomoditas"": ""kecoa"", ""namaKomoditas"": ""Di dalam ruangan"", ""kadarPestisida"": ""4"", ""satuanPestisida"": ""g/l"", ""latinHamaKomoditas"": ""Blatela germanica""}]"
METOMIL 98 TC,0420261513,Insektisida,Kristal,metomil 98 %,ETONG CHEMICAL INDONESIA,PT.,Pestisida Alami - Permohonan Izin Tetap Baru Bahan Teknis,,,2026-07-16,2031-07-16,0,0,0,814b7e13-7293-469d-8467-f7b47a93201b,"[{""namaBahan"": ""metomil"", ""kadarBahan"": ""98"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": """", ""namaKomoditas"": """", ""kadarPestisida"": """", ""satuanPestisida"": null, ""latinHamaKomoditas"": """"}]"
"Dekamon 1,2GR",0104011986737,Zat Pengatur Tumbuh Tanaman,berbentuk butiran,"Natrium orto nitrofenol 0,37 %; Natrium para nitrofenol 0,55 %; Natrium 2,4 dinitrofenol 0,09 %; Natrium 5 nitroguaiakol 0,19 %",KALATHAM,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,,Kedelai; Padi sawah,2022-01-22,2027-01-22,0,0,0,814cbf12-92ab-4762-80c9-26ab71c467fc,"[{""namaBahan"": ""Natrium orto nitrofenol"", ""kadarBahan"": ""0,37"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Natrium para nitrofenol"", ""kadarBahan"": ""0,55"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Natrium 2,4 dinitrofenol"", ""kadarBahan"": ""0,09"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Natrium 2,4 dinitrofenol"", ""kadarBahan"": ""0,09"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Natrium 5 nitroguaiakol"", ""kadarBahan"": ""0,19"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Natrium orto nitrofenol"", ""kadarBahan"": ""0,37"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Natrium 2,4 dinitrofenol"", ""kadarBahan"": ""0,09"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Natrium 2,4 dinitrofenol"", ""kadarBahan"": ""0,09"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Natrium para nitrofenol"", ""kadarBahan"": ""0,55"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Natrium para nitrofenol"", ""kadarBahan"": ""0,55"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Natrium para nitrofenol"", ""kadarBahan"": ""0,55"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Natrium 5 nitroguaiakol"", ""kadarBahan"": ""0,19"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Natrium orto nitrofenol"", ""kadarBahan"": ""0,37"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Natrium 2,4 dinitrofenol"", ""kadarBahan"": ""0,09"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Natrium orto nitrofenol"", ""kadarBahan"": ""0,37"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Natrium 5 nitroguaiakol"", ""kadarBahan"": ""0,19"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Natrium para nitrofenol"", ""kadarBahan"": ""0,55"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Natrium 5 nitroguaiakol"", ""kadarBahan"": ""0,19"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Natrium 5 nitroguaiakol"", ""kadarBahan"": ""0,19"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Natrium 2,4 dinitrofenol"", ""kadarBahan"": ""0,09"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Natrium orto nitrofenol"", ""kadarBahan"": ""0,37"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Natrium 5 nitroguaiakol"", ""kadarBahan"": ""0,19"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Natrium para nitrofenol"", ""kadarBahan"": ""0,55"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Natrium orto nitrofenol"", ""kadarBahan"": ""0,37"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""Meningkatkan pertumbuhan komponen hasil (jumlah polong isi), hasil kedelai"", ""namaKomoditas"": ""Kedelai"", ""kadarPestisida"": ""10"", ""satuanPestisida"": ""kg/ha"", ""latinHamaKomoditas"": ""-""}, {""hamaKomoditas"": ""Meningkatkan jumlah gabah per malai, hasil gabah per tanaman, hasil gabah per hektar"", ""namaKomoditas"": ""Padi sawah"", ""kadarPestisida"": ""10"", ""satuanPestisida"": ""kg/ha"", ""latinHamaKomoditas"": ""-""}]"
VENNOM 75 WP,01020120238077,Fungisida,yang bersifat protektif berbentuk tepung yang dapat disuspensikan,klorotalonil 75 %,ASRITANI UTAMA,CV.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Pengelola Tanaman,Kentang,2024-03-04,2029-03-04,0,0,0,814cc563-a5b7-4d85-b1b5-8495393b1341,"[{""namaBahan"": ""klorotalonil"", ""kadarBahan"": ""75"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""penyakit hawar daun"", ""namaKomoditas"": ""Kentang"", ""kadarPestisida"": ""2"", ""satuanPestisida"": ""g/l"", ""latinHamaKomoditas"": ""Phytophthora infestans""}]"
PARAQUAT 42 TC,042018658,Herbisida,Larutan,Parakuat diklorida 42 %,SURYA AGROKEMINDO PERKASA,CV.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Bahan Teknis,,,2024-03-05,2029-03-05,0,0,0,81603fa2-2c26-43a8-b5e0-7d792da2e30e,"[{""namaBahan"": ""Parakuat diklorida"", ""kadarBahan"": ""42"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": """", ""namaKomoditas"": """", ""kadarPestisida"": """", ""satuanPestisida"": null, ""latinHamaKomoditas"": """"}]"
AMPANG 240 SL,01030120196239,Herbisida,sistemik purna tumbuh berbentuk larutan dalam air,Glifosat 240 g/l,TIGA MUARA EMAS MAKMUR,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,,Kelapa Sawit (TBM),2024-03-05,2029-03-05,0,1,0,81613151-4e02-4131-a134-6a3cc84edc1d,"[{""namaBahan"": ""Glifosat"", ""kadarBahan"": ""240"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Kelapa Sawit (TBM)"", ""kadarPestisida"": ""2-3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ottochloa nodosa  (2-3 l/ha)""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Kelapa Sawit (TBM)"", ""kadarPestisida"": ""2-3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Axonopus compressus  (2-3 l/ha)""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Kelapa Sawit (TBM)"", ""kadarPestisida"": ""2-3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Imperata cylindrica (2-3 l/ha)""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Kelapa Sawit (TBM)"", ""kadarPestisida"": ""2-3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ischaemum timorense  (2-3 l/ha)""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Kelapa Sawit (TBM)"", ""kadarPestisida"": ""2-3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Borreria sp.  (2-3 l/ha)""}, {""hamaKomoditas"": ""Gulma berdaun lebar"", ""namaKomoditas"": ""Kelapa Sawit (TBM)"", ""kadarPestisida"": ""2-3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ageratum conyzoides  (2-3 l/ha)""}]"
FORCE ONE 75/2 WP,01010120227645,Insektisida,racun kontak dan lambung berbentuk tepung yang dapat disuspensikan,Abamektin 2.00 %; Siromazin 75.00 %,ARTHA BUANA MANDIRI,CV.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Pengelola Tanaman,Bawang Merah,2023-02-08,2028-02-08,0,0,0,8167fead-eacf-427d-b492-4be4ddbbb7ab,"[{""namaBahan"": ""Abamektin"", ""kadarBahan"": ""2.00"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Siromazin"", ""kadarBahan"": "" 75.00 "", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""Penggorok Daun"", ""namaKomoditas"": ""Bawang Merah"", ""kadarPestisida"": ""0,5"", ""satuanPestisida"": ""g/l"", ""latinHamaKomoditas"": ""Liriomyza chinensis""}]"
CHLOTAP 200/20 SC,01010120259189,Insektisida,racun kontak dan lambung berbentuk pekatan suspensi,Monosultap 200 g/l; Klorantraniliprol 20 g/l,QILU CROP SCIENCE,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Pengelola Tanaman,Padi sawah,2026-01-20,2031-01-20,0,0,0,818d73b4-51c0-44a6-8a66-88dc22d1cfcb,"[{""namaBahan"": ""Monosultap"", ""kadarBahan"": ""200"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Klorantraniliprol"", ""kadarBahan"": ""20"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""penggerek batang padi kuning"", ""namaKomoditas"": ""Padi sawah"", ""kadarPestisida"": ""3"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Scirpophaga incertulas""}]"
TENANO 300/60 SC,01010120155262,Insektisida,racun kontak dan lambung berbentuk pekatan suspensi,Methoxyfenozide 300 g/l; Spinetoram 60 g/l,CORTEVA AGRISCIENCE MANUFACTURING INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Genap,,Bawang merah; Kubis; Padi sawah,2025-02-17,2030-02-17,0,0,0,818f9da5-44c7-4be7-8d27-b5d2086998d6,"[{""namaBahan"": ""Methoxyfenozide"", ""kadarBahan"": ""300"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Spinetoram"", ""kadarBahan"": ""60"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Lalat pengorok daun"", ""namaKomoditas"": ""Bawang merah"", ""kadarPestisida"": ""300"", ""satuanPestisida"": ""ml/ha"", ""latinHamaKomoditas"": ""Liriomyza chinensis""}, {""hamaKomoditas"": ""Ulat grayak"", ""namaKomoditas"": ""Bawang merah"", ""kadarPestisida"": ""300"", ""satuanPestisida"": ""ml/ha"", ""latinHamaKomoditas"": ""Spodoptera exigua""}, {""hamaKomoditas"": ""Perusak daun"", ""namaKomoditas"": ""Kubis"", ""kadarPestisida"": ""400"", ""satuanPestisida"": ""ml/ha"", ""latinHamaKomoditas"": ""Plutella xylostella""}, {""hamaKomoditas"": ""Ulat krop"", ""namaKomoditas"": ""Kubis"", ""kadarPestisida"": ""200"", ""satuanPestisida"": ""ml/ha"", ""latinHamaKomoditas"": ""Crocidolomia binotalis""}, {""hamaKomoditas"": ""Penggerek batang"", ""namaKomoditas"": ""Padi sawah"", ""kadarPestisida"": ""1,5"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Scirpophaga incertulas""}]"
