merk_dagang,nomor_pendaftaran,pemegang_pendaftaran,jenis_pupuk,bentuk_formula,tipe_permohonan,tgl_terbit,tgl_berakhir,jumlah_perubahan,product_id,perusahaan_id
NUTRI-PRIMA CAN,01.01.2022.1411,PRIMA KARYA BERJAYA,Pupuk Kalsium Nitrat {CaNO3)2.2H2O},Butiran (Granular),Pendaftaran Baru,2022-09-22,2027-09-22,1,36ed0f16-bdb4-4464-bf9b-fc5e74b02c37,c2bc94c4-483e-49bd-80c0-976f09ba028f
CAP DAUN,01.01.2022.1451,AGRO TRADISI,Pupuk Triple Super Fosfat (TSP) {3Ca(H2PO4)2},Butiran (Granular),Pendaftaran Ulang Ganjil,2022-09-26,2027-09-26,0,36f0a754-3172-4567-a675-815b0d7980ae,0c0eb372-bad4-47dc-b7e1-4fb2e186274c
Mahkota Fertilizer,01.01.2021.928,SENTANA ADIDAYA PRATAMA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Ulang Ganjil,2021-10-20,2026-10-20,0,36f1dbb7-8316-4561-a595-cba9c02640d6,36c5c4f2-e215-4d04-9948-8926fb16c0a5
FLORAPHOS,01.01.2025.879,KUSUMA DIPA NUGRAHA,Pupuk Fosfat Alam Untuk Pertanian,Butiran (Granular),Pendaftaran Ulang Ganjil,2025-09-12,2030-09-12,0,370729c7-2d53-4b57-a3a6-6d7c3e57b668,1db46b82-a55b-4398-8831-425bafad92b7
O-Phium,01.08.2025.449,JAVAMAS AGROPHOS,,Bentuk Lainnya,Pendaftaran Baru,2025-05-21,2030-05-21,0,3709b487-ec2d-45db-a0ff-ef3c25aecdb8,d11b4e0a-abe0-4596-b690-29afc25e93c7
MerokeMIKRO,01.03.2026.545,MEROKE TETAP JAYA,Pupuk Hara Mikro Tunggal,Tepung (Powder),Pendaftaran Baru,2026-07-20,2031-07-20,0,370f2136-4588-4b65-a065-301b77a1c931,a5a2f54e-db06-45ca-acd3-bf7db4701956
POF-M5,02.01.2023.304,BIO ENERGI RIMBA,Pupuk Organik,Butiran (Granular),Pendaftaran Baru,2023-01-04,2028-01-04,0,3728aa1c-4259-42ad-8b65-4a8903dc30e5,b652f083-084e-4cac-8a24-f4a96cc26cfc
DAPPLUS,01.03.2024.617,SARAREA PANEN RAYA,,Tepung (Powder),Pendaftaran Ulang Ganjil,2024-06-11,2029-06-11,0,37290816-2452-4fa4-95f0-912f11aeed30,fbc1388a-8c3f-4b0b-91b4-8ee0e4f45c47
GDM,02.02.2021.552,GRAHA SIRTU,Pupuk Organik,Cair (Liquid),Pendaftaran Ulang Ganjil,2021-10-13,2026-10-13,0,3734dfa6-eb8b-457d-9006-af2703e3166d,bc354cf2-4ab6-46d5-9668-272d3df4f895
BUANA SINAR LESTARI,01.01.2025.996,GEMAH RIPAH LOH JINAWI INDUSTRI,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2025-12-17,2030-12-17,0,373a8ebc-40f5-4e06-9c3a-99d901aa98bc,8c3366cf-4ef4-4e31-a5ef-141209ba9363
SAFA,01.01.2025.313,SAFA AGROTEK INDONESIA,,Butiran (Granular),Pendaftaran Ulang Ganjil,2025-03-19,2030-03-19,0,373e1fd0-2950-45f1-8a4d-2509c64cd60c,88a64e70-d2f5-4738-9ccd-151a0b968e40
BINTANG JAYA TANI,01.01.2020.684,PUPUT TANI MANDIRI,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Ulang Ganjil,2020-11-20,2025-11-20,0,374ef4f0-0927-4d06-9e0f-4566f53e4458,912fad15-eef9-4303-9ad3-5336e0fd468b
Dolo Natural,04.03.2025.318,SUSIANTO TANUDJAJA,Dolomit,Tepung (Powder),Pendaftaran Ulang Ganjil,2025-07-21,2030-07-21,0,3754bdb7-3ebe-4663-a83b-9461d0966842,6e6c0156-83b5-4007-923a-028d145f422a
Mutiara PROFESSIONAL,01.01.2026.102,MEROKE TETAP JAYA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Ulang Genap,2026-01-10,2031-01-10,0,375bc430-56b1-424b-8d96-948f665f35ad,a5a2f54e-db06-45ca-acd3-bf7db4701956
ATLANTIK,02.02.2020.415,BIO ENERGI RIMBA,Pupuk Organik,Cair (Liquid),Pendaftaran Baru,2020-12-30,2025-12-30,1,375e128b-eed1-45c9-af19-3d79a11324b8,f44ac975-791f-4cbc-ab22-1c632557df75
LAO YING,01.01.2024.877,AGINDA RIAU ABADI,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2024-07-29,2029-07-29,0,3777d662-ce4f-434e-af64-00d2d16f4dda,9187f26a-4b32-402c-a09d-e46203630939
FT,01.01.2025.412,PT. Asia Pupuk Guna Lestari,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Ulang Genap,2025-04-23,2030-04-23,0,3785ab28-df71-40ee-8bd7-3b75ceadea3a,37c98db4-a78c-45e7-9bc0-8099103a695f
Bunga Merah,01.01.2024.312,SENTANA ADIDAYA PRATAMA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Ulang Genap,2024-01-29,2029-01-29,0,378c8c3e-dafc-461b-9aea-ccebf127674f,36c5c4f2-e215-4d04-9948-8926fb16c0a5
LOONGZOU,01.03.2025.686,SASCO INDONESIA,Pupuk Kalium Klorida (KCl),Tepung (Powder),Pendaftaran Baru,2025-08-08,2030-08-08,0,37918f9f-7ede-4e44-8514-d210d1af3eea,5f3559b5-945e-4d3a-9fe9-b4a089c200fa
PALMO,01.08.2025.150,SARASWANTI ANUGERAH MAKMUR,Pupuk Hara Makro Majemuk,Bentuk Lainnya,Pendaftaran Baru,2025-02-11,2030-02-11,0,37ab8520-1464-4c61-a160-76593fa536fb,967cd363-b7d3-4db1-8f41-9cf78bbf91b2
BOMA SAKTI PRIMA - 27,04.01.2025.506,CV. Raja Grafika,Dolomit,Butiran (Granular),Pendaftaran Ulang Ganjil,2025-11-11,2030-11-11,0,37afdf2a-7d82-4cb9-a73c-56a3d6d3325e,136339b4-a258-4a3c-a25b-da085909e59a
AgrindoPhos,01.01.2026.551,SUTERA AGRINDO UTAMA,Pupuk Fosfat Alam Untuk Pertanian,Butiran (Granular),Pendaftaran Baru,2026-06-22,2031-06-22,0,37b36c7e-42b9-4aa0-add2-16d628014913,7646eec6-25c3-4b56-ab0c-83fbca0da6da
FLOURISHER,02.02.2023.397,TUNAS AGRO PERSADA,Pupuk Organik,Cair (Liquid),Pendaftaran Ulang Ganjil,2023-01-21,2028-01-21,0,37b3e31d-3ca1-406c-af12-9e7e9fa60c38,2e0c2a98-aed2-47a4-aede-cc3ceb918460
ANGKASA,02.08.2026.10,ARPINDO PERKASA,Pupuk Organik,Bentuk Lainnya,Pendaftaran Baru,2025-08-16,2030-08-16,0,37b40a06-e7d5-4ecd-800f-7eee5bcb7711,2e1c6a10-e1b6-4e51-a79d-3000591fc78f
BORNVIT,01.08.2025.187,AGROJAYA LESTARI,,Bentuk Lainnya,Pendaftaran Baru,2025-02-19,2030-02-19,0,37c3c350-eead-45e0-b2b1-e06699be0ced,cd2c2ccc-a1b6-4f89-ba0a-d6c49adbd1b0
LOKESWARA,01.01.2023.609,SUWARNI GLOBAL PERSADA,Pupuk Fosfat Alam Untuk Pertanian,Butiran (Granular),Pendaftaran Ulang Ganjil,2023-01-24,2028-01-24,0,37c6fc9b-034a-484b-aba7-e0d3845ee951,f63f1020-4006-40b3-9b01-1b0e96fb202c
JI Java Indah,01.03.2024.1149,JAVA INDAH,,Tepung (Powder),Pendaftaran Ulang Ganjil,2024-10-08,2029-10-08,0,37ca60b6-1db1-4dbc-93c0-81a8a4f82cda,87e7ef40-4000-453e-9fa7-cfe6643725ec
KANCIL EMAS,01.01.2021.944,PT. SANLEX MALINDO,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Ulang Ganjil,2021-11-14,2026-11-14,0,37d94bdb-2e26-4ecb-ba3a-0e71be7ba339,46eccec8-2718-4ecf-82b0-d69f6c5a43e9
MEIDY,02.02.2025.440,GHM FARM TECH,Pupuk Organik,Cair (Liquid),Pendaftaran Baru,2025-09-11,2030-09-11,0,37eb5308-5885-4e9c-ad0a-2924b899fdb8,6d5bcfa7-a425-4225-913f-85b53d48fa67
PERMATA NEGERI,01.01.2024.932,PERMATA NEGERI INDONESIA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2024-08-16,2029-08-16,0,380bae0d-239b-42dc-b6d7-4046b57e8b73,1c4e353c-fe2a-4d36-ba87-77d0b24f7569
CAP DAUN,01.03.2022.1445,AGRO TRADISI,Pupuk Fosfat Alam Untuk Pertanian,Tepung (Powder),Pendaftaran Baru,2022-09-22,2027-09-22,0,380c7e22-5d9c-4418-86f2-e93db7fc5f2d,0c0eb372-bad4-47dc-b7e1-4fb2e186274c
MAGSHUMAT,04.02.2024.582,ARTHA PRIMA HUMATINDO,Senyawa Humat,Cair (Liquid),Pendaftaran Baru,2024-10-17,2029-10-17,0,38162875-d4a0-418d-8a3f-338df2e11969,b59cc7bf-c872-4654-99a8-a56418f09065
ANJING LAUT,01.01.2024.492,ROLIMEX KIMIA NUSAMAS,Pupuk Triple Super Fosfat (TSP) {3Ca(H2PO4)2},Butiran (Granular),Pendaftaran Ulang Genap,2024-04-22,2029-04-22,0,3816699d-971a-44d0-b120-32a88c82e81e,619f157d-3c34-4e2b-83be-9da23d69d8ec
IMUNOSEED,03.03.2023.1074,PRIMA AGRO TECH,Hayati Majemuk,Tepung (Powder),Pendaftaran Baru,2023-10-17,2028-10-17,0,381b4ad8-d80f-4bc6-8f30-8a377b3d4eca,1497478e-87df-4363-8da9-1acf60d7f56f
AJIFOL,01.02.2024.376,AJINOMOTO INDONESIA,"Pupuk Hara Makro Majemuk
",Cair (Liquid),Pendaftaran Ulang Ganjil,2024-04-26,2029-04-26,0,3825ba55-c924-4a73-aade-bbbc9b0f642b,e8f40095-3ba8-457e-8f5c-81d2ce9bb4e7
HIGROS CALSIUM,04.03.2025.152,JAVAMAS AGROPHOS,Kaptan,Tepung (Powder),Pendaftaran Ulang Genap,2025-03-28,2030-03-28,0,3831eb29-400f-4d76-a403-a3f56a7b190a,d11b4e0a-abe0-4596-b690-29afc25e93c7
Mentari,01.01.2022.1548,PERMATA AGRO PERSADA,Pupuk Urea {CO(NH2)2},Butiran (Granular),Pendaftaran Ulang Ganjil,2022-10-20,2027-10-20,0,38321752-46c6-43da-99f7-1e6a92a9f90e,d6995698-8fd6-4d4e-81b6-f09a2d303f26
HX-DAP,01.01.2022.1748,DGW PUPUK INDONESIA,Pupuk Diamonium Fosfat (DAP) {(NH4)2HPO4},Butiran (Granular),Pendaftaran Ulang Ganjil,2022-11-29,2027-11-29,1,383b05b4-395a-40d8-b631-70778dd1b0bc,c8a04f82-4325-438e-b9a9-fbd339f00068
CAP DAUN,01.01.2023.1427,AGRO TRADISI,Pupuk Diamonium Fosfat (DAP) {(NH4)2HPO4},Butiran (Granular),Pendaftaran Ulang Ganjil,2023-05-23,2028-05-23,0,384fcda8-0038-4540-a694-3393d8978af9,0c0eb372-bad4-47dc-b7e1-4fb2e186274c
TIARA,01.02.2025.384,PETROSIDA GRESIK,"Pupuk Hara Makro Majemuk
",Cair (Liquid),Pendaftaran Baru,2025-04-23,2030-04-23,0,3856c36b-2931-4d3a-8e42-85907e60330a,34351c87-ca0f-4674-a8ea-71289155b047
RITRINA,01.02.2026.150,DYRIZ INDONESIA,Pupuk Hara Mikro Majemuk,Cair (Liquid),Pendaftaran Baru,2026-02-27,2031-02-27,0,3873abd2-822b-4e44-90ad-d77d6707d30f,9d4b763a-1116-4226-8f32-a3a738d146da
DOPOS,02.01.2024.505,AGRO NUSA INDAH,Pupuk Organik,Butiran (Granular),Pendaftaran Ulang Ganjil,2024-06-10,2029-06-10,0,387c42b0-de93-45fd-acaf-d569b9ef8294,673e16e9-bbf0-4e76-86f2-0c3da479e048
FORGANIK,02.08.2021.405,CV. Raja Grafika,Pupuk Organik,Bentuk Lainnya,Pendaftaran Baru,2021-05-19,2026-05-19,1,387d76a6-ce90-4c27-ae01-e5ae02a8eb9f,136339b4-a258-4a3c-a25b-da085909e59a
Mahkota Fertilizer,01.01.2023.1282,WILMAR CHEMICAL INDONESIA,Pupuk Super Phosphate Tunggal {Ca(H2PO4)2},Butiran (Granular),Pendaftaran Ulang Ganjil,2023-03-21,2028-03-21,0,38972c8c-d82e-4110-95cf-27d207eeb4fd,1511917e-254d-426d-a2db-e9a2e78efbb2
cap SINGA.mgo,01.01.2021.772,CV Arisna Jaya,,Butiran (Granular),Pendaftaran Baru,2021-07-07,2026-07-07,0,389f1907-1cc7-4ee8-8a80-9d235df5935c,8429951c-7390-4e4a-a0fc-5120a7ca69dc
BUNGA MERAH,01.01.2026.8,WILMAR CHEMICAL INDONESIA,Pupuk Fosfat Alam Untuk Pertanian,Butiran (Granular),Pendaftaran Ulang Ganjil,2025-12-19,2030-12-19,0,38a7c318-18d1-47e0-83b1-5b1efd8fba02,1511917e-254d-426d-a2db-e9a2e78efbb2
SPN NUTRILITE,01.08.2025.383,SURYA CIPTA PERKASA YOGYAKARTA,,Bentuk Lainnya,Pendaftaran Baru,2025-04-24,2030-04-24,0,38acf3e6-8c08-40e2-ab53-76833c594330,0c58ec27-5d3d-4e1f-ae5a-f858191cfe91
Lao Ying,01.01.2025.533,MEST INDONESIY,Pupuk Amonium Sulfat (ZA) {NH4)2SO4},Butiran (Granular),Pendaftaran Ulang Ganjil,2025-05-09,2030-05-09,0,38ad474d-9fd0-480c-aa24-41d777bb4462,bb03ab12-99e8-46cb-91a4-f237f3ce0ffd
SinarPilar Phoska,04.01.2024.534,SINAR EMPAT PILAR UTAMA,Dolomit,Butiran (Granular),Pendaftaran Baru,2024-09-27,2029-09-27,0,38d3ac2d-4f1d-4cf0-8145-fce9b6d64775,cea794b8-76ae-4449-90cd-6c6d8b63bc22
KELOPAK DUNIA,04.03.2024.58,GEMAH RIPAH LOH JINAWI INDUSTRI,Kaptan,Tepung (Powder),Pendaftaran Baru,2024-01-22,2029-01-22,0,38ddc62b-92c8-45af-8e64-a4e1e9a92439,8c3366cf-4ef4-4e31-a5ef-141209ba9363
NAGAMAS AS SEJATI,02.01.2022.738,NAGAMAS ARIF SEJATI,Pupuk Organik,Butiran (Granular),Pendaftaran Baru,2022-07-20,2027-07-20,0,38e55871-69c6-403d-82aa-334dd1aa1fa5,9fcab3ae-0727-4a52-88c7-cb13e365fec1
Mahkota Fertilizer,01.03.2024.138,WILMAR CHEMICAL INDONESIA,Pupuk Fosfat Alam Untuk Pertanian,Tepung (Powder),Pendaftaran Baru,2024-01-29,2029-01-29,0,38ed2518-e746-440e-90ea-1198a4cc2d58,1511917e-254d-426d-a2db-e9a2e78efbb2
BIOTECH Plus,02.08.2021.335,PT. JASINDO KREASI MANDIRI,Pupuk Organik,Bentuk Lainnya,Pendaftaran Baru,2021-03-02,2026-03-02,0,38f2a842-340d-47f9-86b5-306d91856a47,4c12f2ce-bc8b-44a0-acfa-0fd1082f995b
ANDPEKA FERTRINAGA,01.01.2025.72,ENPEKA AGROKIMIA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2025-01-30,2030-01-30,0,38fbd3ea-eb3d-4f46-ac87-eef1f32b1ccc,c777366e-4291-44e2-88f5-1977a0650967
Vitanik CONCENTRATE,01.02.2026.188,DITYA CHEMINDO,Pupuk Hara Mikro Majemuk,Cair (Liquid),Pendaftaran Baru,2026-02-27,2031-02-27,0,390d8f38-e7d1-4b41-8ab9-7fa349468810,f7090f1a-ddb7-4167-99ba-bdd0c02d5985
BINTANG KUDA LAUT,01.01.2022.1843,SANG HYANG SERI,Pupuk Fosfat Alam Untuk Pertanian,Butiran (Granular),Pendaftaran Ulang Ganjil,2022-12-13,2027-12-13,0,392a91d5-d6e8-40cf-b3a4-13425145081b,aacc870b-a965-4ca9-8147-71d307918a59
DGW,01.01.2023.2204,DGW PUPUK INDONESIA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2023-10-03,2028-10-03,0,392c8cfe-8fa4-4e15-9f17-ff17a26ad7d1,c8a04f82-4325-438e-b9a9-fbd339f00068
MAMPAN CRF,01.01.2026.11,ALIF RAYA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2026-01-08,2031-01-08,0,39375896-02be-4e82-921b-511f3c1ca23d,9d6581a4-22a4-4ece-b9ef-4c616a3d2e04
IJOROYO-ROYO,03.02.2026.165,MUTIARA KERATON JIMMY&CO TRANS BISNIS INDONESIA,Pupuk Hayati Tunggal,Cair (Liquid),Pendaftaran Ulang Ganjil,2026-04-20,2031-04-20,0,393efff6-95a1-4664-aea0-5310144a04cd,ee4be74e-9348-42ba-89e5-25039f4e760e
MAKROSTAR,01.01.2026.222,POLARCHEM,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Ulang Ganjil,2026-03-13,2031-03-13,0,39490b1c-0335-4675-9068-b8bd595d30b1,8d202e4d-2b77-409d-a196-014aacf30c4c
ACCUDO,03.02.2022.815,BINA GUNA KIMIA,Hayati Tunggal,Cair (Liquid),Pendaftaran Baru,2022-08-19,2027-08-19,0,395f8367-e04b-443b-903c-dae4e9ccd055,cf5d0e16-c3e9-42fc-99d0-fbe9efe2f9ef
MAHESA,01.01.2022.1684,MAHESA PANTURA GRESIK,,Butiran (Granular),Pendaftaran Baru,2022-11-22,2027-11-22,0,39605570-bcc5-43d0-b8dc-2c39906bbbef,d0b46d60-5c89-457d-8373-c6ea76a390e5
LAO YING,01.01.2024.1170,MEST INDONESIY,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2024-06-20,2029-06-20,0,396a478a-6dbd-4725-8778-15152173a627,bb03ab12-99e8-46cb-91a4-f237f3ce0ffd
NEW FAJAR TERBIT,01.01.2023.693,PUTRA HAKA PERKASA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2023-02-08,2028-02-08,1,396b50df-5f38-4b32-8810-b2bd39b76c14,6d830bb4-f15e-4d68-a9b3-eff95a4b4e6a
Mahkota Fertilizer,01.03.2023.2333,WILMAR CHEMICAL INDONESIA,,Tepung (Powder),Pendaftaran Baru,2023-10-25,2028-10-25,0,39738348-b6ca-487e-9f60-594d00c62dd6,1511917e-254d-426d-a2db-e9a2e78efbb2
HI-ZEO,04.03.2022.870,PT. AGRO NIAGA GLOBALINDO,Kaptan,Tepung (Powder),Pendaftaran Baru,2022-08-25,2027-08-25,0,3978f869-9fcd-4569-9cd2-a445473a8ccb,1d5aaf48-3b17-4fac-bcfd-d860796d2f03
MAXIPHOS,01.02.2024.951,MITRA TANI ABADI,"Pupuk Hara Makro Majemuk
",Cair (Liquid),Pendaftaran Baru,2024-08-12,2029-08-12,0,398b07d9-c339-480a-a3cf-749a16a23e57,55d3b120-e759-496c-ac25-e190445775a9
PETANI MILENIA,04.02.2025.90,FERTILE ECOGREEN INDONESIA,Organik,Cair (Liquid),Pendaftaran Baru,2024-12-14,2029-12-14,0,3994eaa3-92bf-464d-a636-5e6570cba61e,7afd98df-60fb-4a90-955e-a2f8f51c74ea
GUNUNG KAPUR,04.03.2022.744,SARI BUMI SIDAYU,Dolomit,Tepung (Powder),Pendaftaran Baru,2022-07-26,2027-07-26,0,3997d22a-da6d-4b4e-8672-a6ce38479b46,2bd59377-77ad-43ca-84a0-3835bb6f5586
MULTIGREEN,01.01.2026.42,WASTEK AGRO INDONESIA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2026-01-13,2031-01-13,0,39999a83-9ecd-4cb3-8edf-a7e30b533997,69d978e9-a956-48b8-a888-79b1d9f478d0
VigoAmino,02.01.2021.332,BIOMINO INDONESIA PERSADA,Pupuk Organik,Butiran (Granular),Pendaftaran Baru,2021-02-25,2026-02-25,0,399a7e22-c5c0-4890-b1a5-9321930d6761,134a8f27-d7d9-4789-8593-46fcdee620ce
SANTAGROW,01.03.2024.1256,SANTANI SEJAHTERA,,Tepung (Powder),Pendaftaran Ulang Genap,2024-11-20,2029-11-20,0,399c2c6b-8322-4d98-a020-ca4818b013c6,32a43c35-1ca5-4049-9b9a-d322ab71b496
AGRITAMA,02.02.2025.356,MULTI NIAGA NUSANTARA INDONESIA,Pupuk Organik,Cair (Liquid),Pendaftaran Baru,2025-08-08,2030-08-08,0,39b0a45b-97b2-4b80-872d-210f5fa52c1d,9ce30327-5c3d-47c8-ae9d-6e46907f55fc
CAHAYA MAS,01.01.2023.696,CAHAYA ABADI,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2023-02-08,2028-02-08,0,39bce799-3619-40fa-8ec9-648cbae5f7bd,9e6d4ef1-1932-4b1f-a44a-9ce6b4d3f870
PLANTA PLUS,01.01.2025.55,SARASWANTI AGRO MAKMUR,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2024-12-31,2029-12-31,0,39dabe10-fcfa-471f-b39d-75d14d9cca90,dacfa27e-b483-4b05-b1ad-e4495e48e8f7
BEN SAKA,01.02.2025.838,PANCAPUTRA AGRO NIAGA,Pupuk Hara Makro-Mikro Campuran,Cair (Liquid),Pendaftaran Baru,2025-09-29,2030-09-29,0,39e4bff5-d27f-4b4a-ae4c-976141128596,32f85a5b-5a14-4efd-9f14-632c877e84ff
CAP TAWON,01.03.2024.350,KERTOPATEN KENCANA,,Tepung (Powder),Pendaftaran Ulang Ganjil,2024-04-01,2029-04-01,0,39e85bdc-3288-4142-ad9d-8b0341cda58a,08fef8a4-93c2-4291-8978-5acb259417ea
SUPER PHOST,01.01.2025.122,AGRI MANDIRI SEJAHTERA,Super Fosfat (SP-36) {Ca(H2PO4),Butiran (Granular),Pendaftaran Baru,2025-01-10,2030-01-10,1,39ed223d-15e1-49bc-ab1a-fc0d7f72aebb,df8f5028-387b-44d8-84a8-fcd78d3e87ca
MENTARI,01.03.2025.439,PERMATA AGRO PERSADA,Pupuk Amonium Klorida (NH4Cl),Tepung (Powder),Pendaftaran Ulang Ganjil,2025-05-09,2030-05-09,0,39eeb749-1d4b-4486-b307-aba4be95e20c,d6995698-8fd6-4d4e-81b6-f09a2d303f26
BUMI ANDALAN,01.08.2024.571,PT.GEMILANG ANDALAN PRATAMA,Pupuk Kalium Klorida (KCl),Bentuk Lainnya,Pendaftaran Baru,2024-05-28,2029-05-28,0,39f3e8b9-df04-4721-875d-fcf692f3e678,f806ddcd-25ee-4066-8cf3-22e331238599
FERTICOMP,01.01.2021.752,NUSA PALAPA GEMILANG,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Ulang Genap,2021-06-16,2026-06-16,0,3a015616-9548-4693-9f34-c892ba71daac,410b43f6-6853-4a96-aae8-150df846a16e
HARACOAT MX,01.01.2026.371,HANAMPI SEJAHTERA KAHURIPAN,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Ulang Ganjil,2026-04-28,2031-04-28,0,3a075c15-e383-4500-b87a-62b544cff37d,1abae3b3-34a1-4b6f-9ef6-c4d1acf957c3
ANGBIO,04.02.2023.604,ANGPUTRA GLOBAL ORGANIK,Senyawa Humat,Cair (Liquid),Pendaftaran Baru,2023-04-05,2028-04-05,0,3a092649-9e06-48da-801c-b021028180a0,d458abc3-1fa1-4691-8054-16f7b85f9a0a
PALEM,01.05.2024.1223,ROLIMEX KIMIA NUSAMAS,Pupuk Amonium Sulfat (ZA) {NH4)2SO4},Prill,Pendaftaran Baru,2024-10-29,2029-10-29,0,3a1043bf-89a5-4c37-ae04-13e03650dcb2,619f157d-3c34-4e2b-83be-9da23d69d8ec
Sari Subur,03.03.2025.117,SARI SUBUR LANGGENG JAYA,Hayati Tunggal,Tepung (Powder),Pendaftaran Baru,2025-02-26,2030-02-26,0,3a139aae-17df-4eb9-b2a2-d3590d8b55ab,d390b062-690d-498a-bbff-29377df4f850
ANGPUTRA FERTILIZER,02.08.2025.75,ANGPUTRA GLOBAL ORGANIK,Pupuk Organik,Bentuk Lainnya,Pendaftaran Ulang Ganjil,2025-01-09,2030-01-09,0,3a23814f-0f71-4a09-91fb-5df4ca30ab9b,d458abc3-1fa1-4691-8054-16f7b85f9a0a
"""PH""",01.01.2022.1105,PT. DAMAI AGRO MANUNGGAL,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2022-08-10,2027-08-10,1,3a31fa9a-6a76-465b-b800-e45f0cab764a,b4ed7671-d03f-48a0-926a-84952cec727d
KAKIMAS,04.03.2022.388,KAKIMAS PRIMA PERKASA,Dolomit,Tepung (Powder),Pendaftaran Baru,2022-03-30,2027-03-30,0,3a44a53c-6758-4c3f-9137-4abc05abbe95,8930eaf9-0669-4934-800d-7526ba30178c
AKASIA,01.01.2022.1899,ANTARIKSA NUSANTARA INDONESIA GROUP,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2022-12-29,2027-12-29,0,3a4e0c7e-00ee-431b-bf0b-e343fc94f69e,27919aba-7c23-4dca-8f76-56f7a4643e62
LAO YING,01.08.2021.922,MEST INDONESIY,,Bentuk Lainnya,Pendaftaran Baru,2021-10-20,2026-10-20,0,3a510121-77b0-4d6f-848b-b3ca91859dd9,bb03ab12-99e8-46cb-91a4-f237f3ce0ffd
ANDPEKA FERTRINAGA,01.01.2026.319,ENPEKA AGROKIMIA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2026-04-15,2031-04-15,0,3a61b42f-e9d5-480f-8263-148a5d809161,c777366e-4291-44e2-88f5-1977a0650967
MICROGANO,01.02.2023.1546,KRISTALINDO KARUNIA INTERNASIONAL,,Cair (Liquid),Pendaftaran Ulang Ganjil,2023-07-27,2028-07-27,0,3a61d114-c16f-4fdd-8ab3-7c8cfd637f11,b89d74a9-2a30-4e97-8bc6-436af649095f
N-ZEO-SR PLUS,01.01.2022.1377,J.J TIGA PUTRI AGRICA,,Butiran (Granular),Pendaftaran Baru,2022-09-19,2027-09-19,0,3aa071c8-8676-494f-8a87-3de89b1165a3,361168d5-e1ee-4de6-9886-216e817fa2fc
PORNAS,02.03.2023.1019,AWM ELITE INTERNATIONAL,Pupuk Organik,Tepung (Powder),Pendaftaran Baru,2023-07-04,2028-07-04,0,3aa29774-93f8-4cb3-a7f9-847160c5d7cb,0e169e6f-e06c-4e2a-b31d-73a5b759da0d
NEO-KRISTALON PAK TANI,01.08.2023.1602,SAPROTAN UTAMA,Pupuk Hara Makro Majemuk,Bentuk Lainnya,Pendaftaran Ulang Ganjil,2023-08-14,2028-08-14,1,3aab0e90-e023-4321-88bc-6c04eb51ed17,32a5fc08-615e-4849-9010-dfc08eaec4e8
RAJAPHOSKA RAYA,04.01.2025.134,PERMATA NEGERI INDONESIA,Dolomit,Butiran (Granular),Pendaftaran Ulang Ganjil,2025-03-20,2030-03-20,0,3aae4a86-517f-4da6-9b65-4d5591b7ebd8,1c4e353c-fe2a-4d36-ba87-77d0b24f7569
Pommix Premium,04.03.2026.243,INDO ACIDATAMA,Senyawa Humat,Tepung (Powder),Pendaftaran Baru,2026-04-30,2031-04-30,0,3abc1a60-406d-4c3e-bbaa-394ab817e1cf,98d0f608-4de1-4c17-a360-739aa4db9a2e
Humactive,04.03.2023.356,PUPUK KALIMANTAN TIMUR,Senyawa Humat,Tepung (Powder),Pendaftaran Baru,2023-01-18,2028-01-18,0,3acbcdf3-680b-471b-b41d-5b128e38eab4,54463581-e74e-4653-9fbb-895ff5dd989b
Beka,04.02.2025.189,INDO ACIDATAMA,,Cair (Liquid),Pendaftaran Ulang Ganjil,2025-04-29,2030-04-29,0,3accfdc7-82cb-4b43-93ef-b2380c27210e,cb888ba5-4be8-4687-bb57-dc016697f2bd
