merk_dagang,nomor_pendaftaran,pemegang_pendaftaran,jenis_formula,bentuk_formula,warna_pupuk,jenis_permohonan,tanggal_terbit,tanggal_berakhir,id_perusahaan
SS (AMMOPHOS) LUKISAN BURUNG,,PT.MEROKE TETAP JAYA,an-organik,Butiran,Putih,An-organik - Pendaftaran Ulang Ganjil,2018,2023,a5a2f54e-db06-45ca-acd3-bf7db4701956
TAMENG PLUS,,PT. Sarana Utama Lestari Alam,organik,Butiran,Abu-abu Kehitaman,Organik/Hayati/Pembenah Tanah - Pendaftaran Ulang Ganjil,2018,2023,eeb3f6a8-e9d2-4799-8b2b-015054952725
GLIOTRICO,03.03.2019.080,PT. Agrosid Manunggal Sentosa,hayati,Tepung,Coklat,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2018,2023,4fb570a1-894f-4d01-a661-941e588dc023
MAHKOTA,,PT. WILMAR CHEMICAL INDONESIA,an-organik,Butiran,Merah Muda,An-organik - Pendaftaran Ulang Ganjil,2018,2023,f46679f0-5a47-4d85-97e4-cd22abc7bb79
ANGPUTRA FERTILIZER,,PT. Angputra Global Organik,Fosfat Alam untuk Pertanian (SNI),Butiran,Keabu-abuan/Natural,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,422d53df-5d3b-40e2-b047-8234de979e26
NITROPHOSKA,,PT. SANTANI SEJAHTERA,an-organik,Butiran,Merah jambu,An-organik - Pendaftaran Ulang Ganjil,2019,2024,32a43c35-1ca5-4049-9b9a-d322ab71b496
GL Nutrition,,CV. Duta Surya Alam,Mikro Majemuk Padat,Tepung,Putih ,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,289cc95f-1e25-4b05-bc88-4b4ccc97d1df
BINUS,,PT. KUSUMA DIPA NUGRAHA ,Fosfat Alam untuk Pertanian (SNI),Butiran,Merah Bata,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,c681c9b3-7856-46b0-9bc8-bb8ee19c17f5
Tasamix,03.02.2019.126,PT. ENDRA TANI MAKMUR,hayati,Cair,Coklat,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2018,2023,a0c36bb0-f7f5-46f4-a30f-61564d181698
INTAN TANI,,CV. Varia Chemika,an-organik,Butiran,Merah,An-organik - Pendaftaran Ulang Ganjil,2018,2023,da47b98e-6770-49fb-b35d-bacab553369c
CAP BUNGA MERAH,,PT AGRI HIKAY INDONESIA,Kalium Klorida (KCL) (SNI),Butiran,Putih Kemerahan,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,75658255-78a9-4b9c-8b03-d0058ad4f61c
WILCHEM,,PT. WILMAR CHEMICAL INDONESIA,an-organik,Butiran,Biru,An-organik - Pendaftaran Ulang Ganjil,2018,2023,f46679f0-5a47-4d85-97e4-cd22abc7bb79
LAO YING,,PT. MEST INDONESIY,Ammonium chlorida,Padat Butiran,Putih,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,bb03ab12-99e8-46cb-91a4-f237f3ce0ffd
WILCHEM,,PT. WILMAR CHEMICAL INDONESIA,an-organik,Butiran,Putih,An-organik - Pendaftaran Ulang Ganjil,2018,2023,f46679f0-5a47-4d85-97e4-cd22abc7bb79
INTER GREEN,01.02.2019.326,CV. Yoland Tani Indonesia,NPK Cair,Cair,Merah dan Biru ,An-organik - Pendaftaran Baru (2018),2018,2023,ef53fd90-311b-4e12-a7db-7619cf324a67
BIO POT,02.03.2019.164,PT. Agritek Tani Indonesia,organik,Tepung,Hitam,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2018,2023,99ff28d1-9738-44b9-b9d2-d2e1e7f9ec57
TANI JAYA,,PT. BUMI TANI SUBUR,Kieserite,Butiran,Putih,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,387a06a8-1438-40b9-a985-7a5799ebc9d7
KEBOMAS,,PT Petrokimia Gresik,NPK Padat (SNI),Butiran,Coklat keabuan,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,8259c7aa7427a3aafbc56ffd00cff00e3021
MENTARI ,,PT. Permata Agro Persada,NPK Padat (SNI),Butiran,Kuning Kecoklatan,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,d6995698-8fd6-4d4e-81b6-f09a2d303f26
PESANGGEM,,CV. TRUBUS PRIMA,organik,Tepung,Abu-Abu ,Organik/Hayati/Pembenah Tanah - Pendaftaran Ulang Ganjil,2018,2023,7255851d-c205-4cd9-b21b-6a94253204d3
QIUVITA,,PT. KARISMA INDOAGRO UNIVERSAL,an-organik,Kristal,Merah,An-organik - Pendaftaran Ulang Ganjil,2018,2023,2ec93ac4-1cdf-4511-a8c0-53f5c7c9cef8
ARTA BIO,02.02.2019.040,CV. Arta Putri,organik,Cair,Cokelat,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2018,2023,a196e969-2013-407f-8805-5243bdd16c6f
MerokeMOP,,PT.MEROKE TETAP JAYA,Kalium Klorida (KCL) (SNI),Tepung,"Merah Muda, Putih",An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,a5a2f54e-db06-45ca-acd3-bf7db4701956
ABABIL,04.03.2019.117,PT. Agro Nusantara Indonesia,Pembenah Tanah Dolomit,Tepung,Abu-Abu Kecoklatan,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2018,2023,bb37937f-0268-4c86-bfae-a7e67378958a
MENTARI,,PT. Permata Agro Persada,NPK Padat (SNI),Butiran,Kecoklatan,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,d6995698-8fd6-4d4e-81b6-f09a2d303f26
MENTARI,,PT. Permata Agro Persada,NPK Padat (SNI),Butiran,Coklat,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,d6995698-8fd6-4d4e-81b6-f09a2d303f26
BUNGA TULIP,,PT. FERTA INDONESIA PERSADA,Amonium Sulfat (ZA) (SNI) ,Butiran,Putih,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,8e6adc29-176f-4aeb-bdca-56603eb7f8d9
PUSRI,,PT PUPUK SRIWIDJAJA PALEMBANG,NPK Padat (SNI),Butiran,Biru,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,0c496ac58b4898b510132b58728761672643
Ajifol,01.02.2019.221,PT AJINOMOTO INDONESIA,an-organik,Cair,Coklat,An-organik - Pendaftaran Ulang Genap,2018,2023,e8f40095-3ba8-457e-8f5c-81d2ce9bb4e7
LOONGZOU,,PT. Sasco Indonesia,an-organik,Butiran,Putih,An-organik - Pendaftaran Ulang Ganjil,2018,2023,5f3559b5-945e-4d3a-9fe9-b4a089c200fa
GFERT,,PT. Gemilang Eka Dharma,Triple Super Fosfat (TSP) (SNI),Butiran,ABU-ABU,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,1fd3f6c3-e418-4bc1-8aa4-71d77c90198c
ANSTROBOS,,CV Agro Niaga Sejati,NPK Cair,Cair,Hijau,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,9c904837818647860f244e4c1580dbf84821
DOCTAH,03.02.2020.001,PT. POMAL BEKA MANDIRI,dekomposer,Cair,Hitam Kecokelatan,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2018,2023,c66d9869-5e82-4d21-9fd2-5cdb5e27b4f9
PROFTAM,03.02.2019.151,PT. POMAL BEKA MANDIRI,hayati,Cair,Hitam Kecokelatan,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2018,2023,c66d9869-5e82-4d21-9fd2-5cdb5e27b4f9
BIO-LUSH,02.02.2019.010,CV. Tunggal Tri Panca,organik,Cair,Coklat Kehitaman,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2018,2023,8bf79dda-6906-4ce6-b1b6-d73c5d237922
KEBOMAS,,PT Petrokimia Gresik,an-organik,Butiran,Biru dan Coklat Keabuan,An-organik - Pendaftaran Ulang Ganjil,2018,2023,8259c7aa7427a3aafbc56ffd00cff00e3021
eco forest,04.01.2019.057,PT. ECO AGRO MANDIRI,pembenah tanah,Butiran,Hitam,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2018,2023,50f674f7-648f-4654-afbc-f6572bed957b
KNOPLUS,,CV. SARAREA PANEN RAYA,Potassium Nitrat,Tepung,Putih,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,65ac4d7ac5228ad185570fe2d39424634450
MKPPLUS,,CV. SARAREA PANEN RAYA,Mono Potassium Phosphate,Tepung,Putih,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,65ac4d7ac5228ad185570fe2d39424634450
GFERT,,PT. Gemilang Eka Dharma,Fosfat Alam untuk Pertanian (SNI),Tepung,Coklat Muda,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,1fd3f6c3-e418-4bc1-8aa4-71d77c90198c
JERANTI,,PT Pupuk Kujang,NPK Padat (SNI),Remah (Blending),"Putih, Merah, Abu-abu, Kuning",An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,1a377f72-93aa-4c27-bee7-b414b234e1a0
RealStrong,,PT.ALL COSMOS INDONESIA,organik,Tepung,Coklat  tua,Organik/Hayati/Pembenah Tanah - Pendaftaran Ulang Ganjil,2018,2023,1d9a4e40aa7e5af4d5884165c91fc64c1182
MIKROKING,01.01.2019.263,PT Carlindo Serasi Abadi,Hara Mikro Tunggal Boron,Butiran,Coklat muda,An-organik - Pendaftaran Baru (2018),2019,2024,1211d7a9-a798-422a-ab3d-f3cd12c6d19c
UNIFOS,,PT Carlindo Serasi Abadi,Makro Sekunder dan Makro Primer,Butiran,Coklat Muda,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,1211d7a9-a798-422a-ab3d-f3cd12c6d19c
COCKHEAD (NPK 15-15-15),,PT. Hextar Fertilizer Indonesia,NPK Padat (SNI),Butiran,Coklat,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,c8a04f82-4325-438e-b9a9-fbd339f00068
COCKHEAD (NPK 12-12-17+9MgO),,PT. Hextar Fertilizer Indonesia,NPK Padat (SNI),Butiran,Coklat,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,c8a04f82-4325-438e-b9a9-fbd339f00068
COCKHEAD (NPK 15-15-6+9MgO),,PT. Hextar Fertilizer Indonesia,NPK Padat (SNI),Butiran,Coklat,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,c8a04f82-4325-438e-b9a9-fbd339f00068
COCKHEAD (NPK 12-6-22),,PT. Hextar Fertilizer Indonesia,NPK Padat (SNI),Butiran,Coklat,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,c8a04f82-4325-438e-b9a9-fbd339f00068
DGW (NPK 15-15-7-4MgO+TE),,PT. Hextar Fertilizer Indonesia,NPK Padat (SNI),Butiran,Biru Muda,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,c8a04f82-4325-438e-b9a9-fbd339f00068
COCKHEAD (NPK 13-8-27+9MgO),,PT. Hextar Fertilizer Indonesia,NPK Padat (SNI),Butiran,Coklat,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,c8a04f82-4325-438e-b9a9-fbd339f00068
COCKHEAD (NPK 13-6-27+9MgO),,PT. Hextar Fertilizer Indonesia,NPK Padat (SNI),Butiran,Coklat,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,c8a04f82-4325-438e-b9a9-fbd339f00068
DGW (NPK 12-12-17-2+TE),,PT. Hextar Fertilizer Indonesia,NPK Padat (SNI),Butiran,"Blend Putih, Hitam, Kuning",An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,c8a04f82-4325-438e-b9a9-fbd339f00068
COMPACTION DGW,,PT. Hextar Fertilizer Indonesia,NPK Padat (SNI),Butiran,Biru Muda,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,c8a04f82-4325-438e-b9a9-fbd339f00068
GOLD DGW,,PT. Hextar Fertilizer Indonesia,NPK Padat (SNI),Butiran,"Blend Putih, Hitam, Kuning, Merah",An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,c8a04f82-4325-438e-b9a9-fbd339f00068
BOOSTER DGW,,PT. Hextar Fertilizer Indonesia,NPK Padat (SNI),Butiran,Coklat,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,c8a04f82-4325-438e-b9a9-fbd339f00068
BIOMAX,,PT BIOTIS AGRINDO,Silika Cair,Cair,bening,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,eb662a37-d9e8-413f-b507-8ab3b7cf9e16
BIOFERT,,PT POLARCHEM,an-organik,,,An-organik - Pengalihan Nomor Pendaftaran,2018,2023,8d202e4d-2b77-409d-a196-014aacf30c4c
COPIO,02.02.2019.092,PT. CATUR AGRODAYA MANDIRI,organik,Butiran,Hitam,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2018,2023,7e6a63e1-f1cd-49ae-baec-30120b2877f1
BIOSTICK,,PT POLARCHEM,an-organik,,,An-organik - Pengalihan Nomor Pendaftaran,2018,2023,8d202e4d-2b77-409d-a196-014aacf30c4c
GROFAST (NPK 16-16-16+TE),,PT. Hextar Fertilizer Indonesia,NPK Padat (SNI),Tepung kristal,Hijau Muda,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,c8a04f82-4325-438e-b9a9-fbd339f00068
KING TONIK,,CV AGRO JAYA OCTAVIANT,NPK Caiir,Cair,Hijau,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,0dc35fb2-5242-45c5-966d-c60252b3f7a5
suburmandiri,01.01.2018.325,PT. Bhadra Cemerlang,NPK Padat (SNI),Butiran,"Coklat, Merah",An-organik - Pendaftaran Baru (2018),2018,2023,9661cc7e-1465-405d-80f7-6d5a52a26d3a
BHUMI SUBUR TANI,02.02.2019.112  ,PT. ECO AGRO MANDIRI,organik,Cair,Hitam,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2018,2023,50f674f7-648f-4654-afbc-f6572bed957b
MerokeMOP,,PT.MEROKE TETAP JAYA,an-organik,Butiran,Merah Muda,An-organik - Pendaftaran Ulang Ganjil,2018,2023,a5a2f54e-db06-45ca-acd3-bf7db4701956
MerokeROCK,,PT.MEROKE TETAP JAYA,Fosfat Alam untuk Pertanian (SNI),Tepung,"Coklat Muda, Coklat Kehitaman",An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,a5a2f54e-db06-45ca-acd3-bf7db4701956
SILITECH,03.03.2020.034,CV SUKA AYU BIONITRAT,hayati,Tepung,Hitam,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2018,2023,fe9e717b-1c94-458e-8bfe-df6a70c83394
eco green,02.02.2019.086,PT. ECO AGRO MANDIRI,organik,Cair,Hitam,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2018,2023,50f674f7-648f-4654-afbc-f6572bed957b
siti lohjinawe,04.03.2019.065,PT. ECO AGRO MANDIRI,pembenah tanah,Tepung,Hitam,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2018,2023,50f674f7-648f-4654-afbc-f6572bed957b
FERTIZOOM,,CV. Jago Jasa,organik,Cair,Coklat,Organik/Hayati/Pembenah Tanah - Pendaftaran Ulang Ganjil,2018,2023,65b49961-ce4c-4742-bd07-d5c35964ff00
cap Bunga Merah,01.01.2016.048,PT AGRI HIKAY INDONESIA,an-organik,Butiran,Putih Kemerahan,An-organik - Pendaftaran Baru,2018,2023,75658255-78a9-4b9c-8b03-d0058ad4f61c
Mahkota,,PT. SENTANA ADIDAYA PRATAMA,an-organik,Butiran,Hitam,An-organik - Pendaftaran Ulang Ganjil,2020,2025,36c5c4f2-e215-4d04-9948-8926fb16c0a5
Benmax,03.02.2019.083,PT. INDO ACIDATAMA Tbk,hayati,Cair,Coklat tua,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2018,2023,cb888ba5-4be8-4687-bb57-dc016697f2bd
Pomi 4in1,03.02.2019.076,PT. INDO ACIDATAMA Tbk,hayati,Cair,Coklat tua,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2018,2023,cb888ba5-4be8-4687-bb57-dc016697f2bd
BT KENCANA,,PT HARVESTMORE MULTITRADE INDONESIA,NPK Padat (SNI),Butiran,Kuning,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,d2b1a682-7ab6-4dbe-9024-f858017b8916
MITRA BUAH,,PT. MITRA FINEX ANTARNUSA,Potassium Nitrat,Butiran,putih crystal,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,610af4e9-992e-4789-8c39-f4d61f2610d6
Pamafert,,PT SRI REJEKI FERTILIZER,NPK Padat (SNI),Granul,Coklat,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,27cfeb4c6002d05cdab676e5d69c7aaa8820
CAP BUNGA MERAH,,PT AGRI HIKAY INDONESIA,an-organik,Butiran,Kecoklatan,An-organik - Pendaftaran Ulang Ganjil,2018,2023,75658255-78a9-4b9c-8b03-d0058ad4f61c
ASANDAH,04.03.2019.069,CV. Agro Nusa Indah,Pembenah Tanah Dolomit,Tepung,Putih,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2018,2023,673e16e9-bbf0-4e76-86f2-0c3da479e048
DOPOS,02.03.2019.058,CV. Agro Nusa Indah,organik,Tepung,Hitam Abu-abu,Organik/Hayati/Pembenah Tanah - Pendaftaran Ulang Genap,2018,2023,673e16e9-bbf0-4e76-86f2-0c3da479e048
CALYX,,PT. BEHN MEYER AGRICARE,silika padat,Tepung,Coklat Kemerahan,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,3d48529b-97aa-48d6-b6ad-cbfa089183bc
NITRALITE,01.01.2018.396,PT Pupuk Indonesia (Persero),Nitrogen Sulfur,Butiran,"Abu-abu, Coklat, Ungu",An-organik - Pendaftaran Baru (2018),2018,2023,4a4f695d-430d-417f-83d1-4895100ae731
LOONGZOU,,PT. Sasco Indonesia,Kalium Klorida (KCL) (SNI),Butiran,Merah Jambu,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,5f3559b5-945e-4d3a-9fe9-b4a089c200fa
DAPPLUS,,CV. SARAREA PANEN RAYA,Nitrogen Phosphate,Tepung,Putih,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,65ac4d7ac5228ad185570fe2d39424634450
PAMORGANIK MAS ,02.01.2019.072,CV.UTAMA KARYA TANI,organik,Butiran,Hitam keabu-abuan,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2018,2023,50b852eb-8b33-4976-94f7-89275c5375a2
BT KENCANA,,PT HARVESTMORE MULTITRADE INDONESIA,NPK Padat (SNI),Butiran,Kuning,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,d2b1a682-7ab6-4dbe-9024-f858017b8916
BT KENCANA,,PT HARVESTMORE MULTITRADE INDONESIA,NPK Padat (SNI),Butiran,Kuning,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,d2b1a682-7ab6-4dbe-9024-f858017b8916
BM AZOMITE,,PT. BEHN MEYER AGRICARE,silika padat,Tepung,Coklat Kemerahan,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,3d48529b-97aa-48d6-b6ad-cbfa089183bc
ANTERO,,PT. BEHN MEYER AGRICARE,silika padat,Tepung,Coklat Kemerahan,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,3d48529b-97aa-48d6-b6ad-cbfa089183bc
Pamafert,,PT SRI REJEKI FERTILIZER,NPK Padat (SNI),Tablet,Merah muda,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,27cfeb4c6002d05cdab676e5d69c7aaa8820
PETALIS,,PT. BEHN MEYER AGRICARE,silika padat,Tepung,Coklat Kemerahan,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,3d48529b-97aa-48d6-b6ad-cbfa089183bc
PUPUK KUJANG,01.01.2019.379,PT Pupuk Kujang,NPK Padat (SNI),Butiran,ABU-ABU KEHITAMAN MERAH PUTIH,An-organik - Pendaftaran Baru (2018),2019,2024,1a377f72-93aa-4c27-bee7-b414b234e1a0
GROFAST (NPK 13-26-26),,PT. Hextar Fertilizer Indonesia,NPK Padat (SNI),Tepung kristal,Biru Muda,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,c8a04f82-4325-438e-b9a9-fbd339f00068
DOSDET,,CV.BUNGA TANI,Nitrogen dan Kalium,Tepung,Biru,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,3659c904-6826-4706-b1dc-ce1fa6f97f13
Nt.PHOSKA,,CV. Anugerah Tani Makmur,an-organik,Butiran,Merah,An-organik - Pendaftaran Ulang Ganjil,2018,2023,d6169a4e-a23d-4733-b132-83b2fcd2ef45
SEROJA SUBUR,,PT Lamandau Subur Sejahtera,NK 18-32,Butiran,Coklat,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,39bc4782-0f6d-40b8-b83a-94b178dc81a1
GENIUS,,CV. Multi Agro Jaya Utama,hayati,,,Organik/Hayati/Pembenah Tanah - Pengalihan Nomor Pendaftaran,2018,2023,477034fe-aa39-472f-bb37-f542ee8bc109
INTER GREEN,,CV. Yoland Tani Indonesia,NPK Cair,Cair,"Merah, Biru",An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,ef53fd90-311b-4e12-a7db-7619cf324a67
PUTAGANIK,02.01.2019.140,PT. PUPUT TANI MANDIRI,organik,Butiran,Hitam Abu-Abu Kecoklatan,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2018,2023,912fad15-eef9-4303-9ad3-5336e0fd468b
PUTAGANIK,02.08.2019.141,PT. PUPUT TANI MANDIRI,organik,Padat Remah,Coklat Hitam Keabu-abuan,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2018,2023,912fad15-eef9-4303-9ad3-5336e0fd468b
Powercall,04.03.2019.108,PT. Dharma Ayu Tani,Pembenah Tanah Dolomit,Tepung,Putih,Organik/Hayati/Pembenah Tanah - Pendaftaran Ulang Genap,2018,2023,aa2bb24e-cbe8-47b9-a001-0ca9341ab847
Power Mikro,04.03.2019.106,PT. Dharma Ayu Tani,Pembenah Tanah Dolomit,Tepung,Putih,Organik/Hayati/Pembenah Tanah - Pendaftaran Ulang Genap,2018,2023,aa2bb24e-cbe8-47b9-a001-0ca9341ab847
MERAH PUTIH,,PT. Cipta Makmur Pertiwi,NPK Padat (SNI),Butiran,"Merah, Biru",An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,3f95834b-f146-496b-b46a-f6bf85ce6e69
DAP CAP PACUL,,PT. Rolimex Kimia Nusamas,Diammonium Phosphate,Butiran,"Abu-abu, kehijauan, biru",An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,619f157d-3c34-4e2b-83be-9da23d69d8ec
KANCIL EMAS,,PT. SANLEX MALINDO,NPK Padat (SNI),Padat Butiran,"Hijau, Pink",An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,46eccec8-2718-4ecf-82b0-d69f6c5a43e9
Pamafert,,PT SRI REJEKI FERTILIZER,NPK Padat (SNI),Granul,Coklat,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,27cfeb4c6002d05cdab676e5d69c7aaa8820
DGW,,PT. Hextar Fertilizer Indonesia,an-organik,Butiran,Putih,An-organik - Pendaftaran Ulang Ganjil,2018,2023,c8a04f82-4325-438e-b9a9-fbd339f00068
INTAN TANI,,CV. Varia Chemika,an-organik,Butiran,Biru,An-organik - Pendaftaran Ulang Ganjil,2018,2023,da47b98e-6770-49fb-b35d-bacab553369c
Long Fert,01.01.2018.367,PT. Graha Inti Jaya,Nitrogen Phosphate,Butiran,Putih Abu,An-organik - Pendaftaran Baru (2018),2018,2023,c50efd56-c373-4d84-9ade-e8af91cdd07a
Long Fert,01.01.2018.367,PT. Graha Inti Jaya,Nitrogen Phosphate,Butiran,Putih Abu,An-organik - Pendaftaran Baru (2018),2018,2023,c50efd56-c373-4d84-9ade-e8af91cdd07a
Long Fert,01.01.2018.367,PT. Graha Inti Jaya,Nitrogen Phosphate,Butiran,Putih Abu,An-organik - Pendaftaran Baru (2018),2018,2023,c50efd56-c373-4d84-9ade-e8af91cdd07a
COMPACTION DGW,,PT. Hextar Fertilizer Indonesia,NK,Butiran,Coklat kemerahan,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,c8a04f82-4325-438e-b9a9-fbd339f00068
GREENTOP,,PT. Dharma Ayu Tani,Makro Majemuk,Butiran,Merah,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2018,2023,aa2bb24e-cbe8-47b9-a001-0ca9341ab847
FERTWIN,02.07.2019.094,PT. MITRA FINEX ANTARNUSA,organik,Pelet,Coklat,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2018,2023,610af4e9-992e-4789-8c39-f4d61f2610d6
HATAKE,,PT. Harvest Ariake Indonesia,hayati,,,Organik/Hayati/Pembenah Tanah - Pengalihan Nomor Pendaftaran,2018,2023,272ff358-a3fd-45bb-9f9d-e7b662e68533
CAP TAWON,,PT Kertopaten Kencana,an-organik,Butiran,Putih,An-organik - Pendaftaran Ulang Ganjil,2018,2023,0c496ac58b4898b510132b58728761674087
SAPI PERAH 3.6,04.01.2019.132 ,CV. Anugerah Tani Makmur,Pembenah Tanah Dolomit,Butiran,"Biru, Abu-Abu, Merah",Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2018,2023,d6169a4e-a23d-4733-b132-83b2fcd2ef45
