nomor_pendaftaran,merek,status_izin,berlaku_sampai,kedaluwarsa,putusan,menyeluruh,lingkup,zat_terlarang,lewat,bahan_tak_terpetakan,tanda_registri
"01010120258910","BUBATE 36 EC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258916","COASTAL 95/31 SC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258917","COLATRIN 50 EC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258918","CROPBEAM 34 ME","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258920","DEICER 240/40 SC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258921","DIAMONA 40/20 WG","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258924","DOMIT 200 SL","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258926","DZEKO 36 EC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258929","Fipro Star 55/20 SC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258937","GODO 125 SC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258942","HALAND 125/400 SE","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258948","INDOBAS 500 EC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258951","JAWARA 500 SL","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258952","JESTER 50 EC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258953","KENTINDOX 160/20 OD","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258958","K-METCARB 20/5 WP","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258960","KRATON 200 SC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258961","K-THION PLUS 400/50 EC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258970","MONOTHON 600 SC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258977","PANWA 500 EC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258978","PEVENTA 5 DT","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258979","PILARFEND 100/50 ZC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258980","PILARVICTOR 80/80 ZC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120258985","RAFAT 75 SP","active","2030-09-26","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Asefat","komposisi","",""
"01010120258998","SEVA 80 SP","active","2030-09-26","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Asefat","komposisi","",""
"01010120259000","SMATHRIN 200 EC","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259001","STRIKE 75 SP","active","2030-09-26","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Asefat","komposisi","",""
"01010120259021","ZIPHO 500 SL","active","2030-09-26","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259024","Alltezza 360 SC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259025","ALORAK 95/31 SC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259028","Amitesh 20 EC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259033","ASCARYA 100/200 SC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259035","BENASO 500 EC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259045","CONDIOR 25 WP","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259049","D-REJEN 50 SC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259050","EMASPID 43/171.5 SC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259053","ET-HIPO 500 SL","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259054","E-TOCRON 500 EC","active","2030-11-13","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","PROFENOFOS","komposisi","",""
"01010120259055","EXYNOX 40 SP","active","2030-11-13","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Metomil","komposisi","",""
"01010120259058","FEODORE 480 SC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259068","HANDI-HIPO 500 SL","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259069","HANTUQUAT 50 EC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259081","KOEDACRON 500 EC","active","2030-11-13","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","PROFENOFOS","komposisi","",""
"01010120259082","KOEDASIP 100 EC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259083","KONSULTAN 200 SC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259084","LINON 600 EC","active","2030-11-13","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Diazinon","komposisi","",""
"01010120259086","LUFOTIN 75/75 SC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259096","NEWSIN WP","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","",""
"01010120259100","Onact 30 ME","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259101","PERFORMANCE 93/46 SC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259103","PESTOR GREEN 100 EC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259112","RIAFAT 75 SP","active","2030-11-13","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Asefat","komposisi","",""
"01010120259114","RICEWARD 50/20 WG","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259120","Saltoxam 50 WG","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259124","SAYMEKTIN 36 EC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259125","SHENZI SMART 50 SC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259126","SILENT KILL 50/160 SC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259130","SOCOTRA 18 EC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259135","TERVIDOR 25 WP","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259138","trapol 200 SC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259144","VELOX 50 EC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259145","VERTHON 50 SC","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259153","Zytor 30/60 SE","active","2030-11-13","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259163","ASHURA 100/200 SC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259165","AXTONE 36 EC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259170","BAYTHROID 60 EC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259176","BESTION 500 EC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259177","BEXAVIE 0.1 RB","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259184","CATALAN 33 WP","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259187","CERBERUS 200 SC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259189","CHLOTAP 200/20 SC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259193","D’SHARPU 70/30 EC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259196","DKVALERIA 25 WP","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259198","E-THOXAM 25 WP","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259200","FAWLIGEN SC","active","2031-01-20","lebih dari 12 bulan","tidak bisa diperiksa","false","","","—","Spodoptera frugiperda multiplenucleopolyhedrovirus (SfMNPV)",""
"01010120259206","GARNET 50 SC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259207","GARNET 80 WG","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259218","HOSTADION 400 EC","active","2031-01-20","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Triazofos","komposisi","",""
"01010120259219","IKIPAST 20/20 WP","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259220","INNOCENT 480 SC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259221","JACAMAR 200 SC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259223","KANTE 120/180 SC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259225","KILLSTAR 200/100 SL","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259230","KUMBOKARNO 3 GR","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259231","LAKU-X 100 EC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259239","MARIFAT 75 SP","active","2031-01-20","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Asefat","komposisi","",""
"01010120259240","MARS 100/200 SC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259249","NATION 200 EC","active","2031-01-20","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Triazofos","komposisi","",""
"01010120259251","NILIPRO 50 SC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259253","noAphidss WP","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","padanan","Cladosporium colocasiae voucher UFMGCB9604",""
"01010120259257","PALTON 50 SC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259264","PHOURMIDA 200 SL","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259275","REGIONT 55 SC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259282","Salpymiten 20/60 WG","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259287","SENSATION 100/200 SC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259288","SERDADU 200/200 SC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259290","SHREADER 85 SP","active","2031-01-20","lebih dari 12 bulan","dilarang pada lingkup tertentu","false","tanaman padi","Karbaril","komposisi","",""
"01010120259300","SUPERDINE 400 SL","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259303","SUPORTAN 500 SL","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259310","TRI-PROLEMA 40/120 SC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259321","Xinlong Lvchong 100/200 SC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120259326","Zhenshi 72 EC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120269330","ASM BLESS 10/40 WG","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120269331","ASM FOCUS 5.7 WG","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120269332","ASM NGETREN 40/160 SC","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120269334","AWAYMEC 50 EC","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120269342","CANERUW 55/110 EC","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01010120269344","CHLORIS 300 EC","active","2031-04-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
