pemohon,jenis_badan,jumlah_varietas,jumlah_ejaan_digabung,komoditas_utama,komoditas_semua,tahun_pertama,tahun_terakhir,jenis_perizinan_terbanyak
PTB Vokasi IPB,Perguruan tinggi,1,1,Hortikultura,Hortikultura,2026,2026,Pendaftaran Varietas Hasil Pemuliaan
Menungsa Creative,perorangan/lainnya,1,1,Perkebunan,Perkebunan,2026,2026,Pendaftaran Varietas Lokal
tes ujicoba,perorangan/lainnya,1,1,,,2026,2026,Pendaftaran Varietas Hasil Pemuliaan
Pt Riau Pulp Andalan and Paper,PT,1,1,Tanaman Kehutanan,Tanaman Kehutanan,2025,2025,Perlindungan Varietas Tanaman
Afiffudin Latif Adirejo,perorangan/lainnya,1,1,Tanaman Buah,Tanaman Buah,2025,2025,Perlindungan Varietas Tanaman
AMERIKA SERIKAT yang diwakili oleh Menteri Pertanian,perorangan/lainnya,1,1,Tanaman Buah,Tanaman Buah,2025,2025,Perlindungan Varietas Tanaman
PT Agri Makmur Pertiw,PT,1,1,Tanaman Sayuran,Tanaman Sayuran,2025,2025,Pelepasan Varietas Tanaman
CV Merdeka STB ,CV,1,1,Tanaman Sayuran,Tanaman Sayuran,2025,2025,Pelepasan Varietas Tanaman
WIRA AGRO NUSANTARA S,perorangan/lainnya,1,1,Tanaman Buah,Tanaman Buah,2025,2025,Pelepasan Varietas Tanaman
Dinas Ketahanan Pangan dan Pertanian Kab Lumajang,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2025,2025,Pelepasan Varietas Tanaman
"Pemerintah Provinsi Sulsel, Sulbar, Sulteng, Sultera",Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2025,2025,Pelepasan Varietas Tanaman
PT Sinar Gula Nusantara ,PT,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2025,2025,Pelepasan Varietas Tanaman
PT Agrosid Manunggal S,PT,1,1,Tanaman Sayuran,Tanaman Sayuran,2025,2025,Pelepasan Varietas Tanaman
PT Advanta Seeds Indo,PT,1,1,Tanaman Sayuran,Tanaman Sayuran,2025,2025,Pelepasan Varietas Tanaman
CV Berkah Abadi B,CV,1,1,Tanaman Sayuran,Tanaman Sayuran,2025,2025,Pelepasan Varietas Tanaman
PT Nikos Jaya B U,PT,1,1,Tanaman Sayuran,Tanaman Sayuran,2025,2025,Pelepasan Varietas Tanaman
Pemerintah Kabupaten Kotabaru,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2025,2025,Pendaftaran Varietas Tanaman
"Fakultas Pertanian, Universitas Syiah Kuala",Perguruan tinggi,1,1,Tanaman Pangan,Tanaman Pangan,2025,2025,Pendaftaran Varietas Tanaman
Politeknik Negeri Jember,Perguruan tinggi,1,1,Tanaman Pangan,Tanaman Pangan,2025,2025,Pendaftaran Varietas Tanaman
Pemerintah Kota Tangerang Selatan,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2025,2025,Pendaftaran Varietas Tanaman
Pusat Bioteknologi LRI Teknologi Maju IPB,Perguruan tinggi,1,1,Tanaman Sayuran,Tanaman Sayuran,2025,2025,Pendaftaran Varietas Tanaman
Pemerintah Kota Makassar,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2025,2025,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Barru,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2025,2025,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Grobogan dan BRIN,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2025,2025,Pelepasan Varietas Tanaman
"Fall Creek Farm & Nursery, Inc.",perorangan/lainnya,1,1,Tanaman Buah,Tanaman Buah,2024,2024,Perlindungan Varietas Tanaman
MEILLAND INTERNATIONAL S.A.,perorangan/lainnya,1,1,Tanaman Flori,Tanaman Flori,2024,2024,Perlindungan Varietas Tanaman
Balai Besar Pengujian Standar Instrumen Bioteknologi dan Sumber Daya Genetik Pertanian (BBPSI Biogen) BSIP,Pemerintah,1,1,Tanaman Sayuran,Tanaman Sayuran,2024,2024,Perlindungan Varietas Tanaman
CV Jogya Horti Lestari,CV,1,1,Tanaman Sayuran,Tanaman Sayuran,2024,2024,Perlindungan Varietas Tanaman
Pusat Inovasi Agroteknologi Universitas Gadjah Mada,Perguruan tinggi,1,1,Tanaman Buah,Tanaman Buah,2024,2024,Pendaftaran Varietas Tanaman
"Dr. Ir. Sri Rahayu, M.Si",perorangan/lainnya,1,1,Tanaman Flori,Tanaman Flori,2024,2024,Pendaftaran Varietas Tanaman
"Direktorat Manajemen Kekayaan Intelektual, Badan Riset dan Inovasi Nasional (BRIN)",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2024,2024,Perlindungan Varietas Tanaman
PT Tani Unggul Sukses,PT,1,1,Tanaman Sayuran,Tanaman Sayuran,2024,2024,Perlindungan Varietas Tanaman
BISIP,perorangan/lainnya,1,1,Tanaman Pangan,Tanaman Pangan,2024,2024,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Rokan Hilir,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2024,2024,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Tanah Bumbu,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2024,2024,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Soppeng,Pemerintah,1,1,Tanaman Sayuran,Tanaman Sayuran,2024,2024,Pendaftaran Varietas Tanaman
Dinas Pertanian Kab Sukabumi dan BRIN,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2024,2024,Pelepasan Varietas Tanaman
Pemerintah Kabupaten Jombang dan Bada Riset dan Inovasi Nasional,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2024,2024,Pelepasan Varietas Tanaman
Dinas Pertanian Kabupaten Dharmasraya,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2024,2024,Pelepasan Varietas Tanaman
Dinas Pertanian Kabupaten Timor Tengah Utara,Pemerintah,1,1,Tanaman Sayuran,Tanaman Sayuran,2024,2024,Pelepasan Varietas Tanaman
Pemerintah Kabupaten Bekasi dan Badan Riset dan Inovasi Nasional,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2024,2024,Pelepasan Varietas Tanaman
Pusat Riset Hortikultura dan Perkebunan (PRHP) - Organisasi Riset Pertanian dan Pangan (ORPP),Lembaga riset,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2024,2024,Pelepasan Varietas Tanaman
Dinas Ketahanan Pangan dan Pertanian Kabupaten Lumajang,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2024,2024,Pelepasan Varietas Tanaman
"Dinas  Pertanian, Perkebunan dan Peternakan Kabupaten Aceh Tamiang",Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2024,2024,Pelepasan Varietas Tanaman
UD Agro Nusantara Prima,UD,1,1,Tanaman Sayuran,Tanaman Sayuran,2024,2024,Pelepasan Varietas Tanaman
PT MANGUNKERTA HORTI NUSANTARA ,PT,1,1,Tanaman Sayuran,Tanaman Sayuran,2024,2024,Pelepasan Varietas Tanaman
Dinas Pertanian Kabupaten Cirebon,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2024,2024,Pelepasan Varietas Tanaman
Gubernur Kepulauan Bangka Belitung,perorangan/lainnya,1,1,Tanaman Buah,Tanaman Buah,2024,2024,Pelepasan Varietas Tanaman
LPPM Universitas Sebelas Maret,Perguruan tinggi,1,1,Tanaman Pangan,Tanaman Pangan,2023,2023,Perlindungan Varietas Tanaman
1. Compaigne Generale Des Establissements Michelin 2.Centre De Cooperation Internasionale En Recherche Agronomique Pour Le Development 3.Plantacaoes Michelin DA Bahia L TDA,perorangan/lainnya,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2023,2023,Perlindungan Varietas Tanaman
PT Kenso Indonesia,PT,1,1,Tanaman Sayuran,Tanaman Sayuran,2024,2024,Pelepasan Varietas Tanaman
Universitas Nusa Bangsa,Perguruan tinggi,1,1,Tanaman Pangan,Tanaman Pangan,2023,2023,Perlindungan Varietas Tanaman
LPPM Universitas Bengkulu,Perguruan tinggi,1,1,Tanaman Sayuran,Tanaman Sayuran,2023,2023,Pendaftaran Varietas Tanaman
Dr. Kartika Ning Tyas,perorangan/lainnya,1,1,Tanaman Flori,Tanaman Flori,2023,2023,Pendaftaran Varietas Tanaman
Kepala Pusat Bioteknologi LPPM IPB,Perguruan tinggi,1,1,Tanaman Sayuran,Tanaman Sayuran,2023,2023,Pendaftaran Varietas Tanaman
PT JAVA KARLOS INDONESIA,PT,1,1,Tanaman Sayuran,Tanaman Sayuran,2023,2023,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Indramayu,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2023,2023,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Bolaang Mongondow Timur,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2023,2023,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Demak,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2023,2023,Pendaftaran Varietas Tanaman
Pemerintah Kota Tangerang,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2023,2023,Pendaftaran Varietas Tanaman
Pemerintah Kota Sabang,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2023,2023,Pendaftaran Varietas Tanaman
"Pemerintah Kabupaten Agam, BPSIP Sumatera Barat, BPSB Provinsi Sumatera Barat.",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2023,2023,Pelepasan Varietas Tanaman
PT Bumi Mulia Seed,PT,1,1,Tanaman Pangan,Tanaman Pangan,2023,2023,Pelepasan Varietas Tanaman
CV AGROBAS,CV,1,1,Tanaman Sayuran,Tanaman Sayuran,2023,2023,Pelepasan Varietas Tanaman
Universitas Gadjah Mada DIY,Perguruan tinggi,1,1,Tanaman Pangan,Tanaman Pangan,2023,2023,Pelepasan Varietas Tanaman
"Pusat Riset Tenaga Nuklir, OR Nuklir BRIN",Lembaga riset,1,1,Tanaman Pangan,Tanaman Pangan,2023,2023,Pelepasan Varietas Tanaman
PT Semangat Bersama Enterpreneurship,PT,1,1,Tanaman Pangan,Tanaman Pangan,2023,2023,Pelepasan Varietas Tanaman
Dinas Tanaman Pangan dan Perkebunan Kabupaten Sijunjung,Pemerintah,1,1,Tanaman Sayuran,Tanaman Sayuran,2023,2023,Pelepasan Varietas Tanaman
Balai Pengujian Standar Instrument Tanaman Sayuran,Pemerintah,1,1,Tanaman Sayuran,Tanaman Sayuran,2023,2023,Pelepasan Varietas Tanaman
"Dinas Ketahanan Pangan, Pertanian  dan Perikanan Kota Sawahlunto",Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2023,2023,Pelepasan Varietas Tanaman
PT Sari Tani Benih Mulia,PT,1,1,Tanaman Buah,Tanaman Buah,2023,2023,Pelepasan Varietas Tanaman
CV Berkah Agro Mandiri,CV,1,1,Tanaman Sayuran,Tanaman Sayuran,2023,2023,Pelepasan Varietas Tanaman
Dinas Tanaman Pangan dan Hortikultura Kabupaten Pasaman Barat,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2023,2023,Pelepasan Varietas Tanaman
Dinas Ketahanan Pangan dan Pertanian Kabupaten Ngawi,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2023,2023,Pelepasan Varietas Tanaman
Dinas Pertanian dan Pangan Kota Sabang,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2023,2023,Pelepasan Varietas Tanaman
ITB,perorangan/lainnya,1,1,Tanaman Sayuran,Tanaman Sayuran,2022,2022,Perlindungan Varietas Tanaman
Kumamoto Prefecture,perorangan/lainnya,1,1,Tanaman Buah,Tanaman Buah,2022,2022,Perlindungan Varietas Tanaman
"OR Tenaga Nuklir, BRIN",Lembaga riset,1,1,Tanaman Pangan,Tanaman Pangan,2022,2022,Pendaftaran Varietas Tanaman
"Pusat Riset Rekayasa Genetika, BRIN",Lembaga riset,1,1,Tanaman Pangan,Tanaman Pangan,2022,2022,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Kudus,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2022,2022,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Tamiang,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2022,2022,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Sabang,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2022,2022,Pendaftaran Varietas Tanaman
Pusat Riset dan Teknologi Aplikasi Isotop dan Radiasi (PRTAIR)-Organisasi Riset Tenaga Nuklir (ORTN)-Badan Riset dan Inovasi Nasional (BRIN),Lembaga riset,1,1,Tanaman Pangan,Tanaman Pangan,2022,2022,Pelepasan Varietas Tanaman
PT NUSANTARA INDO RAYA AGRIMAKMUR,PT,1,1,Tanaman Pangan,Tanaman Pangan,2022,2022,Pelepasan Varietas Tanaman
PT RESTU AGRO JAYAMAS,PT,1,1,Tanaman Pangan,Tanaman Pangan,2022,2022,Pelepasan Varietas Tanaman
CV SRINDO,CV,1,1,Tanaman Pangan,Tanaman Pangan,2022,2022,Pelepasan Varietas Tanaman
PT Perkebunan Nusantara X,PT,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2022,2022,Pelepasan Varietas Tanaman
Pemerintah Provinsi Nanggroe Aceh Darussalam,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2022,2022,Pelepasan Varietas Tanaman
"Pemerintah Kota Payakumbuh , BPTP Sumbar dan BPSBTPH",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2022,2022,Pelepasan Varietas Tanaman
Pemerintah Kabupaten Ciamis dan BB padi,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2022,2022,Pelepasan Varietas Tanaman
"Pemerintah Kabupaten Kulon Progo, Dinas Pertanian dan Pangan Kab Kulon Progo, BPTP Yogyakarta, UPTD BP3MBTP Dinas Pertanian dan Ketahanan Pangan DIY.",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2022,2022,Pelepasan Varietas Tanaman
Dinas Pertanian Kabupaten Siak,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2022,2022,Pelepasan Varietas Tanaman
CV Aulia Inara,CV,1,1,Tanaman Sayuran,Tanaman Sayuran,2022,2022,Pelepasan Varietas Tanaman
"Dinas Ketahanan Pangan, Pertanian dan Perikanan Kabupaten Temanggung",Pemerintah,1,1,Tanaman Sayuran,Tanaman Sayuran,2022,2022,Pelepasan Varietas Tanaman
Dinas Pertanian Kabupaten Tabanan,Pemerintah,1,1,Tanaman Sayuran,Tanaman Sayuran,2022,2022,Pelepasan Varietas Tanaman
Dinas Pertanian Kotamadya Semarang,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2022,2022,Pelepasan Varietas Tanaman
Universitas Bangka Belitung,Perguruan tinggi,1,1,Tanaman Pangan,Tanaman Pangan,2021,2021,Perlindungan Varietas Tanaman
Pioneer Overseas Corporation,perorangan/lainnya,1,1,Tanaman Pangan,Tanaman Pangan,2021,2021,Perlindungan Varietas Tanaman
Kaneko Seed.Co.Ltd,perorangan/lainnya,1,1,Tanaman Pangan,Tanaman Pangan,2021,2021,Perlindungan Varietas Tanaman
Dinas Tanaman Pangan Hortikultura dan Perkebunan Kabupaten Situbondo,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2022,2022,Pelepasan Varietas Tanaman
CV Borneo Seed Indonesia,CV,1,1,Tanaman Sayuran,Tanaman Sayuran,2022,2022,Pelepasan Varietas Tanaman
"Fakultas Peternakan, UGM ",Perguruan tinggi,1,1,Tanaman Pakan Ternak,Tanaman Pakan Ternak,2021,2021,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Mamuju Tengah,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2021,2021,Pendaftaran Varietas Tanaman
Pemerintah Kota Pangkalpinang,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2021,2021,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Situbondo,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2021,2021,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Empat Lawang,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2021,2021,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Tapanuli Selatan dan BB Padi dan Konsorsium ,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2021,2021,Pelepasan Varietas Tanaman
Universitas Jenderal Sudirman dan BB Padi dan Konsorium,Perguruan tinggi,1,1,Tanaman Pangan,Tanaman Pangan,2021,2021,Pelepasan Varietas Tanaman
PT Makmur Sejahtera Nusantara,PT,1,1,Tanaman Pangan,Tanaman Pangan,2021,2021,Pelepasan Varietas Tanaman
PT Tani Graha Sejahtera,PT,1,1,Tanaman Buah,Tanaman Buah,2021,2021,Pelepasan Varietas Tanaman
PT Tani Grahan Sejahtera,PT,1,1,Tanaman Buah,Tanaman Buah,2021,2021,Pelepasan Varietas Tanaman
CV Nusantara Tani Indonesia,CV,1,1,Tanaman Sayuran,Tanaman Sayuran,2021,2021,Pelepasan Varietas Tanaman
Temasek Life Sciences Laboratory Limited,perorangan/lainnya,1,1,Tanaman Pangan,Tanaman Pangan,2020,2020,Perlindungan Varietas Tanaman
Rijk Zwaan aadteelt en Zaadhandel B.V.,perorangan/lainnya,1,1,Tanaman Sayuran,Tanaman Sayuran,2020,2020,Perlindungan Varietas Tanaman
Pemerintah Kabupaten Brebes,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2020,2020,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Toba Samosir,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2020,2020,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Tulang Bawang Barat,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2020,2020,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Serdang Bedagai,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2020,2020,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Halmahera Tengah Provinsi Maluku Utara,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2020,2020,Pelepasan Varietas Tanaman
"Pemerintah Kabupaten Padang Pariaman dan UPTD BPSB Prov, BPTP Sumatera Barat",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2020,2020,Pelepasan Varietas Tanaman
Pemerintah Kabupaten Sinjai Provinsi Sulawesi Selatan,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2020,2020,Pelepasan Varietas Tanaman
Pemerintah Kabupaten Sijunjung dan PAIR - BATAN,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2020,2020,Pelepasan Varietas Tanaman
Balai Besar Penelitian Tanaman Padi dan PT Delta Golda,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2020,2020,Pelepasan Varietas Tanaman
Pemerintah Kabupaten  Ketapang dan Balai Besar Penelitian Tanaman Padi,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2020,2020,Pelepasan Varietas Tanaman
BB Padi dan Konsorsium Padi Nasional,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2020,2020,Pelepasan Varietas Tanaman
"Diperta Kabupaten Kepulauan Tanimbar, BPSB  Pertanian  dan peternakan",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2020,2020,Pelepasan Varietas Tanaman
PT Restu Agropo Jayamas,PT,1,1,Tanaman Pangan,Tanaman Pangan,2020,2020,Pelepasan Varietas Tanaman
PT Premier Seed Indonesia,PT,1,1,Tanaman Pangan,Tanaman Pangan,2020,2020,Pelepasan Varietas Tanaman
Pemerintah Kabupaten Madiun dan Balai Penelitian tanaman Aneka  Kacang dan Umbi,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2020,2020,Pelepasan Varietas Tanaman
Pemerintah KabupatenTanjung Jabung Barat Provinsi Jambi ,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2020,2020,Pelepasan Varietas Tanaman
CV Indo Jaya Makmur,CV,1,1,Tanaman Buah,Tanaman Buah,2020,2020,Pelepasan Varietas Tanaman
I Gusti Made Gama,perorangan/lainnya,1,1,Tanaman Buah,Tanaman Buah,2020,2020,Pelepasan Varietas Tanaman
Dinas Pertanian Kabupaten Humbang Hasundutan,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2020,2020,Pelepasan Varietas Tanaman
"Hari Winarsa, MM",perorangan/lainnya,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2019,2019,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Maros,Pemerintah,1,1,Tanaman Sayuran,Tanaman Sayuran,2019,2019,Pendaftaran Varietas Tanaman
"Direktorat Riset, PPM dan Inovasi Universitas Padjajaran",Pemerintah,1,1,Tanaman Sayuran,Tanaman Sayuran,2019,2019,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Pulang Pisau,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2019,2019,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Pasangkayu,Pemerintah,1,1,Tanaman Biofarmaka,Tanaman Biofarmaka,2019,2019,Pendaftaran Varietas Tanaman
Pemerintah Kota Cimahi,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2019,2019,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Musi Rawas,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2019,2019,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Tapanuli Utara,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2019,2019,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Aceh Utara,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2019,2019,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Mesuji,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2019,2019,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Tebo,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2019,2019,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Batubara Provinsi Sumatera Utara,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2019,2019,Pelepasan Varietas Tanaman
Loka Penelitian Kambing Potong dan Balai Penelitian Tanaman Rempah dan Obat,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2019,2019,Pelepasan Varietas Tanaman
"Balai Penelitian Tanaman Pemanis dan Serat, Balai Pengembangan Benih Tanaman Perkebunan Dinas Perkebunan Provinsi Jawa Barat ",Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2019,2019,Pelepasan Varietas Tanaman
Dinas Ketahanan Pangan dan Pertanian Kab Tebing Tinggi,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2019,2019,Pelepasan Varietas Tanaman
Dinas Pertanian Kabupaten Bantaeng,Pemerintah,1,1,Tanaman Sayuran,Tanaman Sayuran,2019,2019,Pelepasan Varietas Tanaman
PT Tunggal Yunus Estate,PT,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2019,2019,Pelepasan Varietas Tanaman
PT Aneka Sawit Lestari (Minamas Research Center),PT,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2019,2019,Pelepasan Varietas Tanaman
PT Sekar Agro Lestari Seed,PT,1,1,Tanaman Sayuran,Tanaman Sayuran,2019,2019,Pelepasan Varietas Tanaman
"Dinas Tanaman Pangan, Hortikultura, dan Perkebunan Kab Malang",Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2019,2019,Pelepasan Varietas Tanaman
"Dinas Tanaman Pangan, Hortikultura, dan Peternakan Kab Indragiri Hilir",Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2019,2019,Pelepasan Varietas Tanaman
Dinas Pertanian dan Peternakan Kab Maluku Tenggar,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2019,2019,Pelepasan Varietas Tanaman
Dinas Pertanian Kab Gayo Lues,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2019,2019,Pelepasan Varietas Tanaman
Dinas Pertanian Kab Maluku Tenggara Barat,Pemerintah,1,1,Tanaman Flori,Tanaman Flori,2019,2019,Pelepasan Varietas Tanaman
Diperta TPH Kab Kampar,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2019,2019,Pelepasan Varietas Tanaman
Dinas Pertanian TPH Kabupaten Sanggau,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2019,2019,Pelepasan Varietas Tanaman
Universitas Muhammadiyah Malang,Perguruan tinggi,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2018,2018,Perlindungan Varietas Tanaman
PT Dhanistha Surya Pertiwi,PT,1,1,Tanaman Buah,Tanaman Buah,2018,2018,Pendaftaran Varietas Tanaman
PKT Kebun Raya Bogor LIPI,Lembaga riset,1,1,Tanaman Flori,Tanaman Flori,2018,2018,Pendaftaran Varietas Tanaman
Budi Waluyo,perorangan/lainnya,1,1,Tanaman Pangan,Tanaman Pangan,2018,2018,Pendaftaran Varietas Tanaman
Universitas Bina Bangsa,Perguruan tinggi,1,1,Tanaman Pangan,Tanaman Pangan,2018,2018,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Buton Selatan,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2018,2018,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Klungkung,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2018,2018,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Belu,Pemerintah,1,1,Tanaman Sayuran,Tanaman Sayuran,2018,2018,Pendaftaran Varietas Tanaman
Pemerintah Provinsi Bangka Belitung,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2018,2018,Pendaftaran Varietas Tanaman
Pemerintah Kota Tebing Tinggi,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2018,2018,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Pemalang,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2018,2018,Pendaftaran Varietas Tanaman
"Pemerintah Kabupaten Bogor, Pemerintah Kabupaten Banyumas",Pemerintah,1,1,Tanaman Pakan Ternak,Tanaman Pakan Ternak,2018,2018,Pendaftaran Varietas Tanaman
"Pemerintah Kabupaten Bogor, Pemerintah Kabupaten Banyumas, Pemerintah Kabupaten Banyuasin",Pemerintah,1,1,Tanaman Pakan Ternak,Tanaman Pakan Ternak,2018,2018,Pendaftaran Varietas Tanaman
"Pemerintah Kabupaten Banyuasin, Pemerintah Kabupaten Banyumas",Pemerintah,1,1,Tanaman Pakan Ternak,Tanaman Pakan Ternak,2018,2018,Pendaftaran Varietas Tanaman
Pemerintah Provinsi Kalimantan Utara,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2018,2018,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Batubara,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2018,2018,Pendaftaran Varietas Tanaman
"PT Shriram Seed Indonesia dan Bioseed Holding Pte, Ltd Singapura",PT,1,1,Tanaman Pangan,Tanaman Pangan,2018,2018,Pelepasan Varietas Tanaman
Dinas Pertanian Kabupaten Pati,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2018,2018,Pelepasan Varietas Tanaman
Dinas Pertanian Kabupaten Indramayu,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2018,2018,Pelepasan Varietas Tanaman
Pemerintah Kabupaten Indragiri Hilir dan Badan Penelitian dan Pengembangan Pertanian,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2018,2018,Pelepasan Varietas Tanaman
